lh.aparc.DKTatlas.volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-3_ses-11_T1w.long.sub-3_base	3879.0	7199.0	4111.0	2026.0	10421.0	13512.0	14982.0	2512.0	12352.0	9512.0	7391.0	4712.0	16389.0	2278.0	4750.0	3700.0	2218.0	3161.0	2090.0	11915.0	3051.0	14864.0	9565.0	3623.0	12197.0	25000.0	11567.0	18730.0	10593.0	1143.0	5546.0	1149288.0	1555417.948757
sub-3_ses-12_T1w.long.sub-3_base	3865.0	7438.0	4143.0	1898.0	10416.0	13736.0	14973.0	2437.0	12446.0	9473.0	7378.0	4662.0	16341.0	2236.0	4794.0	3838.0	2292.0	3285.0	2118.0	12340.0	2981.0	15070.0	9628.0	3643.0	12489.0	25564.0	11850.0	18667.0	10950.0	1091.0	5723.0	1147242.0	1555417.948757
sub-3_ses-13_T1w.long.sub-3_base	3892.0	7301.0	4085.0	2015.0	10476.0	13855.0	15081.0	2496.0	12830.0	9421.0	7366.0	4723.0	16552.0	2285.0	4778.0	3799.0	2246.0	3200.0	2063.0	12328.0	2979.0	14976.0	9703.0	3625.0	12370.0	25419.0	11914.0	18566.0	10779.0	1156.0	5661.0	1154074.0	1555417.948757
sub-3_ses-14_T1w.long.sub-3_base	3816.0	7373.0	3997.0	1910.0	10283.0	13429.0	14808.0	2427.0	12446.0	9512.0	7403.0	4779.0	16103.0	2236.0	4638.0	3764.0	2232.0	3202.0	2076.0	12165.0	2900.0	14721.0	9510.0	3626.0	12280.0	25521.0	11660.0	17971.0	10674.0	1156.0	5769.0	1145656.0	1555417.948757
sub-3_ses-15_T1w.long.sub-3_base	3783.0	7342.0	4116.0	1937.0	10406.0	13387.0	14727.0	2464.0	12589.0	9538.0	7378.0	4607.0	16067.0	2198.0	4651.0	3713.0	2227.0	3188.0	2166.0	12247.0	2887.0	14856.0	9699.0	3607.0	12184.0	25309.0	11771.0	18245.0	10679.0	1145.0	5805.0	1149797.0	1555417.948757
sub-3_ses-16_T1w.long.sub-3_base	3940.0	7341.0	4071.0	2038.0	10428.0	13632.0	14955.0	2455.0	12490.0	9559.0	7357.0	4779.0	16569.0	2233.0	4719.0	3834.0	2320.0	3305.0	2165.0	12228.0	2971.0	14968.0	9731.0	3653.0	12535.0	25644.0	11782.0	18869.0	10803.0	1098.0	5696.0	1151208.0	1555417.948757
sub-3_ses-17_T1w.long.sub-3_base	3848.0	7493.0	4091.0	1916.0	10274.0	13689.0	14989.0	2427.0	12799.0	9697.0	7331.0	4633.0	16356.0	2297.0	4770.0	3817.0	2298.0	3209.0	2124.0	12184.0	2903.0	15044.0	9815.0	3655.0	12486.0	25482.0	11910.0	18708.0	10835.0	1100.0	5725.0	1154340.0	1555417.948757
sub-3_ses-18_T1w.long.sub-3_base	3875.0	7500.0	4084.0	1900.0	10415.0	13910.0	14856.0	2452.0	12371.0	9393.0	7347.0	4730.0	16378.0	2251.0	4741.0	3820.0	2223.0	3263.0	2029.0	12256.0	2962.0	15096.0	9756.0	3625.0	12581.0	25836.0	11889.0	18481.0	10744.0	1106.0	5747.0	1150908.0	1555417.948757
sub-3_ses-19_T1w.long.sub-3_base	3833.0	7286.0	4063.0	2032.0	10294.0	13522.0	14713.0	2422.0	12291.0	9482.0	7291.0	4727.0	16091.0	2189.0	4784.0	3750.0	2250.0	3231.0	2166.0	12128.0	2881.0	14916.0	9552.0	3570.0	12394.0	25471.0	11803.0	18492.0	10724.0	1093.0	5568.0	1148949.0	1555417.948757
sub-3_ses-20_T1w.long.sub-3_base	3882.0	7383.0	4050.0	2109.0	10398.0	13880.0	15004.0	2487.0	12696.0	9588.0	7368.0	4680.0	16607.0	2241.0	4726.0	3778.0	2298.0	3245.0	2108.0	12224.0	2937.0	14976.0	9720.0	3609.0	12444.0	25324.0	11855.0	18757.0	10859.0	1122.0	5604.0	1152661.0	1555417.948757
sub-3_ses-21_T1w.long.sub-3_base	3779.0	7136.0	4095.0	1993.0	10276.0	13422.0	14545.0	2433.0	12342.0	9291.0	7257.0	4705.0	15947.0	2265.0	4620.0	3730.0	2185.0	3175.0	2214.0	11694.0	2864.0	14422.0	9358.0	3648.0	11991.0	24791.0	11379.0	18185.0	10531.0	1133.0	5636.0	1139829.0	1555417.948757
sub-3_ses-22_T1w.long.sub-3_base	3781.0	6815.0	4085.0	1951.0	10221.0	13355.0	14607.0	2402.0	12420.0	9117.0	7267.0	4528.0	16158.0	2234.0	4582.0	3532.0	2181.0	3071.0	2081.0	11509.0	2877.0	13725.0	9453.0	3500.0	11850.0	24227.0	11064.0	18649.0	10087.0	1017.0	5523.0	1140081.0	1555417.948757
sub-3_ses-23_T1w.long.sub-3_base	3852.0	7205.0	4040.0	2098.0	10402.0	13672.0	14764.0	2416.0	12535.0	9434.0	7441.0	4584.0	16317.0	2246.0	4645.0	3758.0	2247.0	3201.0	2129.0	11987.0	2951.0	14823.0	9631.0	3582.0	12139.0	24743.0	11737.0	18723.0	10755.0	1077.0	5649.0	1142463.0	1555417.948757
sub-3_ses-24_T1w.long.sub-3_base	3947.0	7393.0	4226.0	1927.0	10444.0	13751.0	14929.0	2491.0	12786.0	9081.0	7507.0	4750.0	16254.0	2259.0	4807.0	3773.0	2278.0	3282.0	2297.0	12452.0	3006.0	15217.0	9742.0	3772.0	12304.0	25612.0	11956.0	18511.0	10870.0	1160.0	5611.0	1139831.0	1555417.948757
sub-3_ses-25_T1w.long.sub-3_base	3828.0	7233.0	4077.0	1865.0	10224.0	13520.0	14609.0	2437.0	12468.0	9391.0	7256.0	4595.0	16202.0	2196.0	4707.0	3699.0	2216.0	3153.0	2062.0	11973.0	2914.0	14690.0	9532.0	3589.0	12009.0	24744.0	11787.0	18460.0	10659.0	1084.0	5614.0	1139511.0	1555417.948757
