lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-1_ses-1_T1w.long.sub-1_base	1068.0	495.0	1906.0	1278.0	474.0	3014.0	4331.0	3335.0	1168.0	4494.0	2563.0	2699.0	2083.0	3045.0	632.0	1256.0	1422.0	601.0	1346.0	1488.0	3880.0	1201.0	4986.0	4056.0	842.0	5575.0	6771.0	5833.0	3751.0	4059.0	219.0	500.0	384.0	2447.0	83200.7	1112398.0	1525148.075844
sub-1_ses-2_T1w.long.sub-1_base	1062.0	488.0	1913.0	1290.0	484.0	3037.0	4380.0	3318.0	1173.0	4527.0	2590.0	2691.0	2075.0	3037.0	627.0	1274.0	1438.0	623.0	1381.0	1520.0	3911.0	1194.0	5019.0	4053.0	841.0	5739.0	6806.0	5836.0	3771.0	4074.0	208.0	511.0	376.0	2433.0	83702.3	1113885.0	1525148.075844
sub-1_ses-3_T1w.long.sub-1_base	1061.0	495.0	1917.0	1301.0	478.0	3072.0	4357.0	3320.0	1188.0	4536.0	2624.0	2732.0	2103.0	3036.0	630.0	1272.0	1454.0	626.0	1405.0	1514.0	3932.0	1213.0	5066.0	4083.0	853.0	5831.0	6874.0	5855.0	3797.0	4054.0	230.0	492.0	381.0	2447.0	84228.1	1120624.0	1525148.075844
sub-1_ses-4_T1w.long.sub-1_base	1064.0	493.0	1906.0	1295.0	487.0	3077.0	4307.0	3340.0	1162.0	4503.0	2602.0	2776.0	2072.0	3023.0	641.0	1255.0	1435.0	612.0	1374.0	1563.0	3858.0	1196.0	4966.0	4082.0	829.0	5731.0	6813.0	5822.0	3760.0	4030.0	223.0	512.0	371.0	2407.0	83587.4	1122177.0	1525148.075844
sub-1_ses-5_T1w.long.sub-1_base	1074.0	492.0	1905.0	1281.0	464.0	3040.0	4332.0	3337.0	1154.0	4545.0	2591.0	2748.0	2086.0	3057.0	634.0	1277.0	1414.0	606.0	1376.0	1530.0	3847.0	1194.0	4970.0	4082.0	833.0	5756.0	6836.0	5836.0	3788.0	4063.0	220.0	535.0	383.0	2429.0	83715.7	1111986.0	1525148.075844
sub-1_ses-6_T1w.long.sub-1_base	1063.0	496.0	1907.0	1302.0	468.0	3051.0	4341.0	3314.0	1163.0	4539.0	2589.0	2750.0	2333.0	3070.0	628.0	1261.0	1441.0	631.0	1366.0	1504.0	3911.0	1196.0	5041.0	4071.0	849.0	5721.0	6825.0	5847.0	3795.0	4065.0	222.0	524.0	386.0	2427.0	84097.4	1117224.0	1525148.075844
sub-1_ses-7_T1w.long.sub-1_base	1071.0	496.0	1902.0	1332.0	457.0	3021.0	4300.0	3320.0	1158.0	4555.0	2584.0	2786.0	2061.0	3031.0	640.0	1255.0	1420.0	596.0	1378.0	1550.0	3856.0	1187.0	4983.0	4078.0	852.0	5728.0	6791.0	5824.0	3779.0	4043.0	224.0	507.0	377.0	2429.0	83574.1	1108821.0	1525148.075844
sub-1_ses-8_T1w.long.sub-1_base	1062.0	493.0	1927.0	1336.0	462.0	3084.0	4398.0	3325.0	1175.0	4530.0	2632.0	2832.0	2137.0	3089.0	643.0	1280.0	1455.0	638.0	1413.0	1513.0	3926.0	1214.0	5064.0	4109.0	855.0	5853.0	6846.0	5872.0	3820.0	4081.0	234.0	504.0	394.0	2470.0	84665.0	1122685.0	1525148.075844
sub-1_ses-9_T1w.long.sub-1_base	1055.0	499.0	1919.0	1278.0	462.0	3069.0	4363.0	3305.0	1184.0	4509.0	2576.0	2764.0	2141.0	3029.0	639.0	1262.0	1444.0	627.0	1390.0	1496.0	3927.0	1217.0	5049.0	4075.0	847.0	5761.0	6825.0	5855.0	3782.0	4061.0	213.0	513.0	373.0	2433.0	83942.8	1117002.0	1525148.075844
sub-1_ses-10_T1w.long.sub-1_base	1057.0	494.0	1912.0	1287.0	472.0	3044.0	4325.0	3313.0	1137.0	4540.0	2599.0	2756.0	2093.0	3032.0	636.0	1261.0	1414.0	604.0	1381.0	1522.0	3838.0	1197.0	4941.0	4050.0	863.0	5726.0	6784.0	5810.0	3768.0	4026.0	221.0	524.0	378.0	2444.0	83448.3	1118910.0	1525148.075844
sub-1_ses-11_T1w.long.sub-1_base	1066.0	490.0	1924.0	1296.0	463.0	3036.0	4353.0	3334.0	1184.0	4572.0	2629.0	2717.0	2111.0	3033.0	640.0	1291.0	1445.0	613.0	1411.0	1504.0	3924.0	1236.0	5075.0	4096.0	863.0	5801.0	6880.0	5914.0	3789.0	4048.0	228.0	507.0	369.0	2404.0	84247.3	1115234.0	1525148.075844
sub-1_ses-12_T1w.long.sub-1_base	1065.0	502.0	1920.0	1288.0	499.0	3046.0	4380.0	3329.0	1168.0	4536.0	2597.0	2735.0	2309.0	2994.0	639.0	1270.0	1445.0	630.0	1416.0	1491.0	3922.0	1211.0	5056.0	4092.0	849.0	5759.0	6860.0	5884.0	3781.0	4072.0	217.0	519.0	373.0	2424.0	84278.1	1114033.0	1525148.075844
sub-1_ses-13_T1w.long.sub-1_base	1064.0	501.0	1908.0	1325.0	469.0	3017.0	4348.0	3282.0	1167.0	4490.0	2617.0	2788.0	2108.0	2991.0	636.0	1260.0	1449.0	597.0	1408.0	1542.0	3876.0	1222.0	4985.0	4073.0	861.0	5685.0	6763.0	5823.0	3738.0	4033.0	212.0	558.0	378.0	2414.0	83587.6	1119696.0	1525148.075844
sub-1_ses-14_T1w.long.sub-1_base	1057.0	497.0	1920.0	1320.0	507.0	3052.0	4294.0	3304.0	1182.0	4556.0	2600.0	2763.0	2328.0	3027.0	649.0	1270.0	1440.0	607.0	1391.0	1541.0	3929.0	1181.0	5040.0	4051.0	849.0	5730.0	6769.0	5857.0	3772.0	4051.0	217.0	518.0	383.0	2419.0	84069.1	1112759.0	1525148.075844
sub-1_ses-15_T1w.long.sub-1_base	1066.0	499.0	1914.0	1289.0	466.0	3004.0	4343.0	3293.0	1133.0	4481.0	2542.0	2659.0	2292.0	3038.0	623.0	1275.0	1417.0	591.0	1328.0	1500.0	3856.0	1186.0	4962.0	4056.0	838.0	5620.0	6762.0	5845.0	3750.0	4053.0	212.0	507.0	381.0	2414.0	83193.0	1114855.0	1525148.075844
sub-1_ses-16_T1w.long.sub-1_base	1066.0	499.0	1915.0	1305.0	446.0	3037.0	4345.0	3336.0	1173.0	4539.0	2592.0	2718.0	2113.0	3067.0	641.0	1276.0	1438.0	629.0	1407.0	1501.0	3962.0	1229.0	5045.0	4088.0	858.0	5752.0	6802.0	5883.0	3790.0	4068.0	219.0	556.0	376.0	2417.0	84089.4	1114150.0	1525148.075844
sub-1_ses-17_T1w.long.sub-1_base	1064.0	495.0	1891.0	1296.0	477.0	3018.0	4334.0	3329.0	1161.0	4566.0	2597.0	2753.0	2060.0	3025.0	635.0	1267.0	1438.0	607.0	1355.0	1489.0	3851.0	1198.0	4982.0	4066.0	861.0	5651.0	6823.0	5758.0	3780.0	4039.0	210.0	496.0	385.0	2440.0	83396.1	1114658.0	1525148.075844
sub-1_ses-18_T1w.long.sub-1_base	1060.0	493.0	1899.0	1291.0	476.0	3030.0	4370.0	3319.0	1172.0	4618.0	2586.0	2684.0	2221.0	3053.0	637.0	1286.0	1440.0	615.0	1360.0	1517.0	3946.0	1209.0	5058.0	4077.0	836.0	5745.0	6880.0	5878.0	3811.0	4078.0	212.0	482.0	378.0	2454.0	84169.7	1115650.0	1525148.075844
sub-1_ses-19_T1w.long.sub-1_base	1065.0	493.0	1926.0	1289.0	464.0	3082.0	4359.0	3333.0	1191.0	4481.0	2615.0	2784.0	2105.0	3028.0	641.0	1264.0	1451.0	618.0	1369.0	1493.0	3953.0	1222.0	5033.0	4094.0	867.0	5752.0	6822.0	5858.0	3782.0	4047.0	221.0	522.0	378.0	2447.0	84048.8	1120467.0	1525148.075844
sub-1_ses-20_T1w.long.sub-1_base	1062.0	495.0	1899.0	1318.0	472.0	3016.0	4335.0	3330.0	1142.0	4572.0	2574.0	2777.0	2059.0	3091.0	631.0	1272.0	1433.0	615.0	1367.0	1529.0	3915.0	1186.0	5052.0	4064.0	868.0	5728.0	6847.0	5865.0	3809.0	4069.0	221.0	505.0	388.0	2427.0	83933.6	1124297.0	1525148.075844
sub-1_ses-21_T1w.long.sub-1_base	1064.0	493.0	1897.0	1309.0	455.0	3007.0	4306.0	3311.0	1136.0	4510.0	2601.0	2759.0	2063.0	3041.0	642.0	1272.0	1416.0	609.0	1344.0	1551.0	3847.0	1190.0	4974.0	4047.0	816.0	5664.0	6817.0	5833.0	3774.0	4048.0	214.0	511.0	379.0	2435.0	83336.4	1110157.0	1525148.075844
sub-1_ses-22_T1w.long.sub-1_base	1060.0	492.0	1917.0	1301.0	472.0	3035.0	4362.0	3330.0	1191.0	4579.0	2632.0	2809.0	2111.0	3025.0	634.0	1273.0	1439.0	635.0	1405.0	1527.0	3933.0	1217.0	5056.0	4089.0	852.0	5830.0	6880.0	5910.0	3796.0	4076.0	223.0	524.0	369.0	2458.0	84440.4	1113841.0	1525148.075844
sub-1_ses-23_T1w.long.sub-1_base	1064.0	496.0	1908.0	1329.0	476.0	3089.0	4396.0	3345.0	1180.0	4540.0	2623.0	2727.0	2102.0	3057.0	632.0	1276.0	1462.0	639.0	1403.0	1511.0	3959.0	1224.0	5065.0	4102.0	833.0	5832.0	6848.0	5916.0	3789.0	4071.0	227.0	516.0	384.0	2419.0	84439.1	1121962.0	1525148.075844
sub-1_ses-24_T1w.long.sub-1_base	1069.0	492.0	1892.0	1316.0	470.0	3024.0	4334.0	3338.0	1171.0	4574.0	2574.0	2761.0	2252.0	3071.0	642.0	1281.0	1438.0	621.0	1379.0	1527.0	3916.0	1207.0	4982.0	4062.0	854.0	5744.0	6859.0	5827.0	3780.0	4077.0	210.0	514.0	384.0	2431.0	84071.0	1118779.0	1525148.075844
sub-1_ses-25_T1w.long.sub-1_base	1061.0	496.0	1905.0	1336.0	468.0	3043.0	4326.0	3333.0	1147.0	4504.0	2589.0	2819.0	2086.0	3081.0	644.0	1257.0	1447.0	609.0	1382.0	1524.0	3891.0	1192.0	5002.0	4075.0	854.0	5700.0	6838.0	5836.0	3788.0	4061.0	212.0	508.0	376.0	2441.0	83827.3	1118250.0	1525148.075844
sub-1_ses-26_T1w.long.sub-1_base	1055.0	495.0	1890.0	1296.0	465.0	3053.0	4335.0	3322.0	1172.0	4475.0	2595.0	2730.0	2326.0	3022.0	639.0	1258.0	1429.0	633.0	1398.0	1493.0	3897.0	1176.0	4980.0	4070.0	841.0	5725.0	6750.0	5824.0	3769.0	4045.0	217.0	511.0	374.0	2420.0	83679.8	1106590.0	1525148.075844
sub-1_ses-27_T1w.long.sub-1_base	1062.0	489.0	1883.0	1333.0	469.0	3063.0	4361.0	3315.0	1139.0	4603.0	2592.0	2724.0	2064.0	3053.0	620.0	1270.0	1431.0	610.0	1364.0	1543.0	3884.0	1205.0	4973.0	4060.0	844.0	5745.0	6782.0	5823.0	3767.0	4050.0	212.0	514.0	380.0	2434.0	83658.3	1112330.0	1525148.075844
sub-1_ses-28_T1w.long.sub-1_base	1058.0	493.0	1908.0	1300.0	455.0	3002.0	4347.0	3339.0	1161.0	4534.0	2590.0	2739.0	2097.0	3047.0	640.0	1257.0	1441.0	626.0	1383.0	1500.0	3887.0	1199.0	5013.0	4081.0	853.0	5716.0	6817.0	5796.0	3756.0	4028.0	224.0	476.0	384.0	2420.0	83565.5	1115266.0	1525148.075844
sub-1_ses-29_T1w.long.sub-1_base	1057.0	496.0	1887.0	1287.0	466.0	3016.0	4284.0	3296.0	1184.0	4501.0	2590.0	2736.0	2114.0	3010.0	638.0	1263.0	1437.0	609.0	1375.0	1536.0	3882.0	1196.0	4976.0	4031.0	868.0	5663.0	6776.0	5790.0	3751.0	4026.0	226.0	507.0	373.0	2400.0	83249.2	1110486.0	1525148.075844
sub-1_ses-30_T1w.long.sub-1_base	1068.0	494.0	1900.0	1346.0	503.0	3001.0	4291.0	3287.0	1136.0	4442.0	2565.0	2732.0	2041.0	3056.0	639.0	1278.0	1405.0	590.0	1352.0	1541.0	3809.0	1180.0	4930.0	4045.0	829.0	5630.0	6736.0	5748.0	3764.0	3989.0	211.0	513.0	384.0	2407.0	82837.9	1112556.0	1525148.075844
sub-1_ses-31_T1w.long.sub-1_base	1062.0	492.0	1904.0	1283.0	472.0	3017.0	4287.0	3319.0	1180.0	4506.0	2579.0	2726.0	2092.0	3049.0	623.0	1258.0	1446.0	610.0	1355.0	1530.0	3876.0	1190.0	4987.0	4069.0	833.0	5624.0	6787.0	5815.0	3776.0	4052.0	212.0	514.0	376.0	2429.0	83332.2	1112968.0	1525148.075844
sub-1_ses-32_T1w.long.sub-1_base	1068.0	500.0	1910.0	1307.0	466.0	2993.0	4329.0	3315.0	1163.0	4549.0	2573.0	2692.0	2103.0	3045.0	632.0	1267.0	1424.0	617.0	1353.0	1521.0	3903.0	1204.0	4985.0	4081.0	844.0	5752.0	6814.0	5824.0	3786.0	4072.0	221.0	499.0	375.0	2432.0	83619.5	1111644.0	1525148.075844
sub-1_ses-33_T1w.long.sub-1_base	1057.0	498.0	1892.0	1311.0	468.0	3039.0	4287.0	3325.0	1183.0	4509.0	2586.0	2742.0	2093.0	3035.0	614.0	1249.0	1431.0	611.0	1409.0	1538.0	3910.0	1195.0	4990.0	4042.0	841.0	5706.0	6765.0	5840.0	3749.0	4037.0	220.0	513.0	378.0	2394.0	83457.2	1114726.0	1525148.075844
