lh.aparc.DKTatlas.area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-1_ses-11_T1w	1028.0	2044.0	1776.0	387.0	2763.0	4329.0	3339.0	1156.0	4239.0	2877.0	2731.0	1637.0	4064.0	659.0	1546.0	1285.0	612.0	1666.0	1502.0	4435.0	1303.0	4823.0	3973.0	1172.0	4369.0	7070.0	4862.0	4885.0	3677.0	390.0	1998.0	82596.4	1123504.0	1517619.013061
sub-1_ses-12_T1w	1031.0	2056.0	1722.0	403.0	2766.0	4270.0	3279.0	1090.0	4301.0	2879.0	2650.0	1652.0	4167.0	677.0	1570.0	1298.0	625.0	1703.0	1406.0	4445.0	1274.0	4841.0	3920.0	1161.0	4323.0	7003.0	4939.0	4946.0	3690.0	412.0	2026.0	82525.6	1122107.0	1534494.998629
sub-1_ses-13_T1w	1023.0	2011.0	1766.0	406.0	2782.0	4312.0	3320.0	1143.0	4249.0	2938.0	2713.0	1612.0	4035.0	643.0	1512.0	1289.0	638.0	1642.0	1419.0	4414.0	1285.0	4824.0	3979.0	1185.0	4214.0	6978.0	4872.0	4954.0	3723.0	399.0	1992.0	82272.2	1119149.0	1521459.356656
sub-1_ses-14_T1w	1032.0	2065.0	1754.0	424.0	2757.0	4291.0	3296.0	1108.0	4376.0	2930.0	2757.0	1760.0	4168.0	663.0	1565.0	1350.0	631.0	1631.0	1449.0	4485.0	1290.0	4853.0	3959.0	1189.0	4199.0	6941.0	4931.0	4970.0	3682.0	397.0	1971.0	82875.2	1115723.0	1515725.221507
sub-1_ses-15_T1w	1055.0	2026.0	1734.0	419.0	2770.0	4267.0	3281.0	1152.0	4308.0	2910.0	2741.0	1628.0	4148.0	687.0	1515.0	1284.0	644.0	1699.0	1433.0	4413.0	1275.0	4790.0	3968.0	1201.0	4361.0	6918.0	4862.0	4881.0	3613.0	419.0	2011.0	82416.1	1125847.0	1518894.995241
sub-1_ses-16_T1w	1034.0	2018.0	1720.0	404.0	2773.0	4272.0	3317.0	1145.0	4399.0	2896.0	2671.0	1582.0	4115.0	665.0	1553.0	1285.0	622.0	1653.0	1418.0	4475.0	1303.0	4792.0	3927.0	1155.0	4293.0	7050.0	4928.0	4966.0	3697.0	414.0	1981.0	82523.2	1117342.0	1514997.76313
sub-1_ses-17_T1w	997.0	2046.0	1719.0	418.0	2795.0	4291.0	3314.0	1138.0	4293.0	2904.0	2721.0	1626.0	4077.0	636.0	1470.0	1285.0	646.0	1663.0	1445.0	4392.0	1277.0	4782.0	3907.0	1178.0	4334.0	7013.0	4803.0	4965.0	3617.0	395.0	2048.0	82193.4	1120152.0	1520894.239342
sub-1_ses-18_T1w	1033.0	1971.0	1718.0	442.0	2738.0	4327.0	3353.0	1139.0	4301.0	2806.0	2635.0	1696.0	4120.0	645.0	1523.0	1273.0	632.0	1609.0	1466.0	4477.0	1305.0	4840.0	3955.0	1174.0	4331.0	7069.0	4910.0	4914.0	3640.0	402.0	2008.0	82453.4	1125119.0	1524080.00663
sub-1_ses-19_T1w	1054.0	2020.0	1749.0	392.0	2793.0	4298.0	3288.0	1133.0	4346.0	2882.0	2676.0	1633.0	4092.0	657.0	1517.0	1293.0	634.0	1597.0	1392.0	4438.0	1297.0	4777.0	3982.0	1224.0	4325.0	7056.0	4937.0	4917.0	3689.0	408.0	1981.0	82476.2	1120296.0	1511396.779697
sub-1_ses-20_T1w	1023.0	2015.0	1741.0	407.0	2740.0	4400.0	3336.0	1118.0	4450.0	2856.0	2753.0	1632.0	4200.0	648.0	1564.0	1317.0	639.0	1601.0	1517.0	4521.0	1293.0	4774.0	3931.0	1213.0	4203.0	7000.0	4947.0	4997.0	3829.0	403.0	2004.0	83074.8	1120909.0	1521727.123289
sub-1_ses-21_T1w	1007.0	1973.0	1774.0	413.0	2772.0	4312.0	3327.0	1127.0	4286.0	2908.0	2741.0	1662.0	4127.0	642.0	1502.0	1285.0	642.0	1609.0	1561.0	4342.0	1284.0	4812.0	3979.0	1193.0	4285.0	7023.0	4953.0	4966.0	3624.0	392.0	2016.0	82536.2	1117714.0	1522418.22647
sub-1_ses-22_T1w	1022.0	2106.0	1767.0	393.0	2800.0	4340.0	3319.0	1107.0	4398.0	2911.0	2771.0	1651.0	4085.0	655.0	1578.0	1325.0	660.0	1682.0	1437.0	4482.0	1339.0	4852.0	3973.0	1176.0	4311.0	7191.0	4896.0	5073.0	3645.0	408.0	1995.0	83349.0	1117548.0	1531738.652034
sub-1_ses-23_T1w	1024.0	2048.0	1717.0	410.0	2754.0	4334.0	3315.0	1171.0	4264.0	2919.0	2581.0	1680.0	4126.0	637.0	1535.0	1291.0	633.0	1616.0	1401.0	4435.0	1276.0	4837.0	3974.0	1162.0	4347.0	7026.0	4920.0	4955.0	3605.0	398.0	1984.0	82373.8	1125378.0	1529547.594429
sub-1_ses-24_T1w	1004.0	2038.0	1792.0	403.0	2799.0	4332.0	3381.0	1113.0	4428.0	2836.0	2773.0	1736.0	4168.0	652.0	1557.0	1288.0	639.0	1668.0	1466.0	4424.0	1273.0	4769.0	3950.0	1181.0	4265.0	7053.0	4855.0	4999.0	3726.0	407.0	2033.0	83006.6	1132691.0	1527441.742103
sub-1_ses-25_T1w	1030.0	2039.0	1802.0	404.0	2842.0	4367.0	3364.0	1131.0	4351.0	2890.0	2794.0	1742.0	4154.0	664.0	1539.0	1300.0	644.0	1663.0	1484.0	4443.0	1292.0	4793.0	3989.0	1199.0	4302.0	7000.0	4939.0	4941.0	3666.0	396.0	2013.0	83180.0	1120511.0	1518140.51578
sub-1_ses-26_T1w	1008.0	2052.0	1707.0	410.0	2720.0	4267.0	3302.0	1123.0	4195.0	2819.0	2631.0	1661.0	4050.0	650.0	1487.0	1290.0	617.0	1638.0	1393.0	4466.0	1264.0	4768.0	3931.0	1172.0	4259.0	6991.0	4886.0	4916.0	3627.0	383.0	1977.0	81662.0	1103676.0	1515796.923164
sub-1_ses-27_T1w	991.0	2052.0	1746.0	386.0	2809.0	4277.0	3317.0	1145.0	4275.0	2735.0	2716.0	1662.0	4019.0	638.0	1517.0	1287.0	619.0	1640.0	1459.0	4423.0	1282.0	4780.0	3990.0	1152.0	4289.0	6954.0	4839.0	4957.0	3585.0	402.0	2036.0	81983.6	1121957.0	1523979.663151
sub-1_ses-28_T1w	1024.0	2033.0	1779.0	398.0	2778.0	4299.0	3311.0	1127.0	4346.0	2831.0	2726.0	1645.0	4040.0	661.0	1524.0	1296.0	608.0	1617.0	1538.0	4447.0	1287.0	4776.0	3917.0	1182.0	4279.0	6935.0	4870.0	4943.0	3699.0	392.0	1966.0	82272.0	1116823.0	1515117.576387
sub-1_ses-29_T1w	1034.0	2052.0	1717.0	372.0	2692.0	4272.0	3268.0	1073.0	4273.0	2847.0	2698.0	1686.0	4129.0	648.0	1542.0	1311.0	647.0	1624.0	1423.0	4448.0	1326.0	4743.0	3873.0	1159.0	4117.0	7055.0	4800.0	4881.0	3642.0	400.0	1985.0	81735.7	1112475.0	1516067.341611
sub-1_ses-30_T1w	1003.0	2004.0	1787.0	436.0	2782.0	4197.0	3312.0	1165.0	4308.0	2758.0	2819.0	1625.0	4072.0	655.0	1504.0	1282.0	638.0	1622.0	1532.0	4316.0	1306.0	4694.0	3992.0	1133.0	4193.0	6979.0	4812.0	4935.0	3595.0	400.0	2045.0	81900.9	1118572.0	1524703.256333
sub-1_ses-31_T1w	1034.0	1994.0	1749.0	369.0	2699.0	4243.0	3274.0	1126.0	4248.0	2788.0	2675.0	1662.0	4003.0	615.0	1545.0	1304.0	632.0	1594.0	1438.0	4419.0	1289.0	4731.0	3977.0	1213.0	4231.0	6921.0	4823.0	4983.0	3631.0	391.0	1979.0	81580.2	1109511.0	1526756.198849
sub-1_ses-32_T1w	1006.0	2027.0	1777.0	392.0	2754.0	4332.0	3320.0	1082.0	4278.0	2848.0	2735.0	1671.0	4091.0	629.0	1556.0	1297.0	629.0	1623.0	1454.0	4414.0	1285.0	4732.0	3886.0	1197.0	4224.0	7068.0	4800.0	4946.0	3699.0	416.0	1989.0	82157.2	1125886.0	1517587.725836
sub-1_ses-33_T1w	1022.0	2040.0	1761.0	437.0	2775.0	4299.0	3255.0	1148.0	4280.0	2929.0	2737.0	1662.0	4034.0	633.0	1520.0	1268.0	624.0	1704.0	1492.0	4438.0	1287.0	4782.0	3969.0	1155.0	4232.0	7041.0	4859.0	4909.0	3637.0	406.0	1987.0	82322.2	1119589.0	1533417.255795
sub-1_ses-34_T1w	1059.0	2029.0	1767.0	385.0	2730.0	4194.0	3295.0	1117.0	4252.0	2848.0	2669.0	1668.0	4067.0	620.0	1512.0	1298.0	602.0	1607.0	1450.0	4447.0	1298.0	4860.0	3921.0	1207.0	4411.0	7047.0	4879.0	4936.0	3596.0	409.0	2025.0	82206.5	1132027.0	1503403.154632
sub-1_ses-35_T1w	1046.0	2083.0	1723.0	396.0	2807.0	4220.0	3291.0	1140.0	4425.0	2891.0	2793.0	1756.0	4134.0	666.0	1532.0	1297.0	622.0	1735.0	1454.0	4441.0	1340.0	4850.0	3894.0	1226.0	4372.0	7106.0	4830.0	4869.0	3681.0	413.0	2016.0	83049.9	1147765.0	1502353.297981
sub-1_ses-36_T1w	993.0	2092.0	1793.0	364.0	2816.0	4287.0	3354.0	1089.0	4434.0	2884.0	2754.0	1668.0	4060.0	595.0	1540.0	1326.0	617.0	1648.0	1486.0	4505.0	1233.0	4847.0	3901.0	1161.0	4298.0	7123.0	4868.0	4971.0	3709.0	404.0	2002.0	82823.4	1138930.0	1504065.528451
sub-1_ses-37_T1w	1036.0	2057.0	1780.0	396.0	2783.0	4322.0	3295.0	1124.0	4350.0	2873.0	2691.0	1672.0	4102.0	633.0	1537.0	1293.0	602.0	1629.0	1508.0	4365.0	1298.0	4807.0	3982.0	1186.0	4378.0	7024.0	4855.0	4889.0	3611.0	385.0	2006.0	82469.2	1134308.0	1499907.811028
sub-1_ses-38_T1w	1022.0	2078.0	1749.0	387.0	2693.0	4270.0	3247.0	1053.0	4349.0	2842.0	2713.0	1641.0	4118.0	657.0	1560.0	1301.0	632.0	1668.0	1445.0	4427.0	1264.0	4754.0	3857.0	1104.0	4271.0	7007.0	4801.0	4893.0	3614.0	405.0	2007.0	81831.1	1134785.0	1500552.226923
