rh.aparc.a2009s.volume	rh_G_and_S_frontomargin_volume	rh_G_and_S_occipital_inf_volume	rh_G_and_S_paracentral_volume	rh_G_and_S_subcentral_volume	rh_G_and_S_transv_frontopol_volume	rh_G_and_S_cingul-Ant_volume	rh_G_and_S_cingul-Mid-Ant_volume	rh_G_and_S_cingul-Mid-Post_volume	rh_G_cingul-Post-dorsal_volume	rh_G_cingul-Post-ventral_volume	rh_G_cuneus_volume	rh_G_front_inf-Opercular_volume	rh_G_front_inf-Orbital_volume	rh_G_front_inf-Triangul_volume	rh_G_front_middle_volume	rh_G_front_sup_volume	rh_G_Ins_lg_and_S_cent_ins_volume	rh_G_insular_short_volume	rh_G_occipital_middle_volume	rh_G_occipital_sup_volume	rh_G_oc-temp_lat-fusifor_volume	rh_G_oc-temp_med-Lingual_volume	rh_G_oc-temp_med-Parahip_volume	rh_G_orbital_volume	rh_G_pariet_inf-Angular_volume	rh_G_pariet_inf-Supramar_volume	rh_G_parietal_sup_volume	rh_G_postcentral_volume	rh_G_precentral_volume	rh_G_precuneus_volume	rh_G_rectus_volume	rh_G_subcallosal_volume	rh_G_temp_sup-G_T_transv_volume	rh_G_temp_sup-Lateral_volume	rh_G_temp_sup-Plan_polar_volume	rh_G_temp_sup-Plan_tempo_volume	rh_G_temporal_inf_volume	rh_G_temporal_middle_volume	rh_Lat_Fis-ant-Horizont_volume	rh_Lat_Fis-ant-Vertical_volume	rh_Lat_Fis-post_volume	rh_Pole_occipital_volume	rh_Pole_temporal_volume	rh_S_calcarine_volume	rh_S_central_volume	rh_S_cingul-Marginalis_volume	rh_S_circular_insula_ant_volume	rh_S_circular_insula_inf_volume	rh_S_circular_insula_sup_volume	rh_S_collat_transv_ant_volume	rh_S_collat_transv_post_volume	rh_S_front_inf_volume	rh_S_front_middle_volume	rh_S_front_sup_volume	rh_S_interm_prim-Jensen_volume	rh_S_intrapariet_and_P_trans_volume	rh_S_oc_middle_and_Lunatus_volume	rh_S_oc_sup_and_transversal_volume	rh_S_occipital_ant_volume	rh_S_oc-temp_lat_volume	rh_S_oc-temp_med_and_Lingual_volume	rh_S_orbital_lateral_volume	rh_S_orbital_med-olfact_volume	rh_S_orbital-H_Shaped_volume	rh_S_parieto_occipital_volume	rh_S_pericallosal_volume	rh_S_postcentral_volume	rh_S_precentral-inf-part_volume	rh_S_precentral-sup-part_volume	rh_S_suborbital_volume	rh_S_subparietal_volume	rh_S_temporal_inf_volume	rh_S_temporal_sup_volume	rh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-1_ses-11_T1w	1915.0	2242.0	2277.0	3644.0	2511.0	5780.0	2943.0	2650.0	1912.0	791.0	2900.0	2760.0	597.0	2308.0	11566.0	15239.0	1731.0	2006.0	5383.0	2114.0	4524.0	4286.0	4481.0	6317.0	6899.0	6093.0	5614.0	4528.0	6870.0	5865.0	2277.0	1013.0	673.0	4886.0	2358.0	1383.0	7143.0	8970.0	549.0	398.0	1554.0	4755.0	5669.0	2495.0	3372.0	1907.0	1267.0	1707.0	2308.0	1990.0	499.0	2334.0	3624.0	3805.0	384.0	4613.0	962.0	1676.0	1244.0	1746.0	2635.0	439.0	1304.0	2484.0	3181.0	997.0	3806.0	2369.0	1618.0	791.0	1855.0	1845.0	8953.0	482.0	1123504.0	1517619.013061
sub-1_ses-12_T1w	2050.0	2268.0	2358.0	3724.0	2471.0	5511.0	2644.0	2711.0	1769.0	765.0	2961.0	2825.0	600.0	2079.0	11959.0	15630.0	1639.0	2319.0	5123.0	2257.0	4432.0	4531.0	3896.0	6154.0	6828.0	6195.0	5515.0	4532.0	6912.0	5912.0	2239.0	1065.0	734.0	5078.0	2459.0	1429.0	6852.0	8747.0	597.0	390.0	1600.0	4823.0	5742.0	2448.0	3349.0	2042.0	1337.0	1565.0	2289.0	1976.0	501.0	2320.0	3142.0	3534.0	455.0	4655.0	955.0	1831.0	1325.0	1745.0	2479.0	566.0	1367.0	2629.0	3295.0	1266.0	3936.0	2411.0	1621.0	812.0	2011.0	1815.0	8422.0	427.0	1122107.0	1534494.998629
sub-1_ses-13_T1w	2007.0	2181.0	2160.0	3513.0	2361.0	5656.0	2678.0	2690.0	1760.0	773.0	2900.0	2775.0	590.0	2187.0	11467.0	15144.0	1634.0	1928.0	5126.0	2142.0	4542.0	4254.0	4350.0	6102.0	6870.0	5869.0	5315.0	4240.0	6582.0	5480.0	2325.0	1279.0	677.0	5023.0	2395.0	1397.0	6636.0	8905.0	564.0	369.0	1635.0	5039.0	4996.0	2501.0	3299.0	2052.0	1251.0	1699.0	2407.0	2041.0	440.0	2271.0	3180.0	3507.0	409.0	4569.0	1029.0	1878.0	1156.0	1674.0	2507.0	517.0	1339.0	2598.0	3182.0	1033.0	3766.0	2320.0	1736.0	570.0	1949.0	1862.0	8721.0	451.0	1119149.0	1521459.356656
sub-1_ses-14_T1w	1984.0	2197.0	2281.0	3439.0	2389.0	5729.0	2880.0	2489.0	1742.0	801.0	2840.0	2594.0	709.0	1820.0	11291.0	14852.0	1561.0	1908.0	5302.0	2253.0	4605.0	4211.0	4313.0	6395.0	6572.0	5829.0	5173.0	4380.0	6627.0	5457.0	2472.0	983.0	652.0	5023.0	2269.0	1239.0	6940.0	8957.0	633.0	350.0	1676.0	4608.0	5050.0	2514.0	3230.0	1940.0	1317.0	1701.0	2468.0	1946.0	531.0	2354.0	3211.0	3584.0	484.0	4572.0	837.0	1748.0	1142.0	1538.0	2491.0	502.0	1157.0	2516.0	3293.0	1070.0	3653.0	2270.0	1820.0	553.0	1924.0	1724.0	8996.0	433.0	1115723.0	1515725.221507
sub-1_ses-15_T1w	2138.0	2212.0	2163.0	3640.0	2304.0	5740.0	2583.0	2477.0	1812.0	710.0	2778.0	2614.0	738.0	2278.0	11105.0	15137.0	1584.0	2204.0	5088.0	2343.0	4395.0	4197.0	3820.0	5917.0	6481.0	6160.0	5226.0	4447.0	6586.0	5677.0	2251.0	1133.0	713.0	4981.0	2242.0	1467.0	7201.0	8891.0	574.0	363.0	1707.0	4959.0	5453.0	2359.0	3346.0	1912.0	1172.0	1795.0	2296.0	2048.0	525.0	2132.0	3637.0	3232.0	505.0	4257.0	1138.0	1795.0	1220.0	1685.0	2659.0	495.0	1222.0	2576.0	3171.0	1013.0	3701.0	1997.0	1641.0	567.0	1843.0	1628.0	8799.0	384.0	1125847.0	1518894.995241
sub-1_ses-16_T1w	1963.0	2129.0	2296.0	3449.0	2393.0	5786.0	2530.0	2621.0	1712.0	705.0	2833.0	2671.0	436.0	2163.0	11829.0	15304.0	1753.0	2074.0	4860.0	2237.0	4365.0	4389.0	3738.0	6149.0	6594.0	5951.0	5400.0	4385.0	6581.0	5737.0	2287.0	1140.0	685.0	4942.0	2036.0	1276.0	6947.0	8568.0	532.0	408.0	1753.0	4941.0	5591.0	2514.0	3297.0	2002.0	1233.0	1798.0	2368.0	2034.0	427.0	2216.0	3009.0	3447.0	376.0	4436.0	1135.0	1751.0	1131.0	1537.0	2479.0	535.0	1280.0	2595.0	3205.0	1066.0	3510.0	2436.0	1801.0	554.0	1930.0	1745.0	8727.0	406.0	1117342.0	1514997.76313
sub-1_ses-17_T1w	2076.0	2158.0	2248.0	3509.0	2399.0	5883.0	3000.0	2625.0	1797.0	768.0	2897.0	2649.0	645.0	2105.0	11563.0	14770.0	1590.0	1969.0	5357.0	2383.0	4384.0	4046.0	4245.0	6380.0	6251.0	6233.0	5450.0	4251.0	6639.0	5571.0	2258.0	927.0	684.0	4927.0	2548.0	1482.0	6994.0	9102.0	581.0	383.0	1605.0	4715.0	5554.0	2451.0	3499.0	1936.0	1246.0	1697.0	2436.0	2059.0	545.0	2365.0	3316.0	3248.0	442.0	4565.0	974.0	1801.0	1137.0	1673.0	2637.0	507.0	1305.0	2648.0	3182.0	1011.0	3791.0	2274.0	1619.0	631.0	1971.0	1865.0	8912.0	443.0	1120152.0	1520894.239342
sub-1_ses-18_T1w	2133.0	2376.0	2246.0	3523.0	2487.0	5760.0	2990.0	2608.0	1745.0	774.0	2953.0	2762.0	868.0	2017.0	11484.0	15383.0	1780.0	2044.0	5303.0	2212.0	4522.0	4538.0	4114.0	6326.0	6812.0	6206.0	5537.0	4510.0	6645.0	5760.0	2356.0	1213.0	714.0	5048.0	2213.0	1439.0	7058.0	8913.0	569.0	381.0	1802.0	5030.0	5668.0	2559.0	3330.0	2189.0	1300.0	1696.0	2340.0	1996.0	434.0	2338.0	3223.0	3409.0	467.0	4485.0	1028.0	1759.0	1052.0	1691.0	2493.0	503.0	1447.0	2544.0	3184.0	996.0	3701.0	2290.0	1705.0	604.0	1871.0	1899.0	8874.0	412.0	1125119.0	1524080.00663
sub-1_ses-19_T1w	2073.0	2230.0	2346.0	3528.0	2356.0	5364.0	2642.0	2586.0	1780.0	778.0	2895.0	2794.0	726.0	2177.0	11263.0	15655.0	1698.0	2184.0	5091.0	2072.0	4355.0	4299.0	4041.0	6215.0	6718.0	5890.0	5370.0	4348.0	6485.0	5676.0	2365.0	1092.0	687.0	5033.0	2190.0	1482.0	7048.0	8683.0	523.0	312.0	1682.0	4826.0	5618.0	2427.0	3375.0	1992.0	1118.0	1655.0	2367.0	1982.0	510.0	2157.0	3627.0	3558.0	473.0	4421.0	969.0	1805.0	1118.0	1704.0	2627.0	455.0	1304.0	2487.0	3169.0	1034.0	3716.0	2323.0	1812.0	587.0	1974.0	2002.0	8647.0	389.0	1120296.0	1511396.779697
sub-1_ses-20_T1w	2029.0	2126.0	2358.0	3378.0	2261.0	5670.0	2479.0	2620.0	1750.0	728.0	2871.0	2823.0	870.0	2014.0	9959.0	15615.0	1743.0	1957.0	5050.0	2210.0	4093.0	4359.0	4306.0	6198.0	6303.0	5962.0	5514.0	4318.0	6620.0	5572.0	2411.0	1252.0	659.0	4912.0	2311.0	1239.0	6636.0	7800.0	521.0	360.0	1697.0	4837.0	5225.0	2486.0	3215.0	1970.0	1159.0	1614.0	2424.0	2028.0	524.0	2120.0	4277.0	3916.0	422.0	4563.0	1003.0	1755.0	1112.0	1592.0	2561.0	468.0	1219.0	2555.0	3263.0	1004.0	3526.0	2281.0	1590.0	597.0	2053.0	1655.0	8506.0	425.0	1120909.0	1521727.123289
sub-1_ses-21_T1w	2186.0	2245.0	2014.0	3658.0	2455.0	5750.0	3105.0	2601.0	1736.0	750.0	2793.0	2809.0	722.0	2048.0	10466.0	14893.0	1636.0	2173.0	5341.0	2332.0	4427.0	4214.0	3985.0	6251.0	6395.0	6003.0	5517.0	4563.0	6634.0	5499.0	2420.0	1306.0	696.0	4959.0	2363.0	1454.0	6981.0	8515.0	677.0	306.0	1702.0	4645.0	5527.0	2515.0	3438.0	2202.0	1234.0	1767.0	2423.0	1983.0	472.0	2434.0	4461.0	3701.0	481.0	4544.0	915.0	1888.0	1237.0	1606.0	2551.0	516.0	1216.0	2603.0	3242.0	1019.0	3874.0	2317.0	1616.0	571.0	2007.0	1951.0	8769.0	389.0	1117714.0	1522418.22647
sub-1_ses-22_T1w	1989.0	2193.0	2297.0	3511.0	2351.0	5880.0	2545.0	2688.0	1799.0	735.0	2934.0	2753.0	683.0	2051.0	11492.0	15571.0	1705.0	2381.0	4990.0	2287.0	4477.0	4397.0	4456.0	6168.0	7102.0	6248.0	5375.0	4451.0	6753.0	5936.0	2175.0	981.0	666.0	5092.0	2269.0	1284.0	7285.0	8803.0	530.0	401.0	1815.0	5016.0	5542.0	2604.0	3307.0	2044.0	1141.0	1679.0	2390.0	1971.0	407.0	2292.0	3279.0	3541.0	416.0	4634.0	1047.0	1748.0	1075.0	1477.0	2564.0	587.0	1278.0	2638.0	3356.0	1025.0	3639.0	2462.0	1960.0	686.0	1962.0	1719.0	8129.0	443.0	1117548.0	1531738.652034
sub-1_ses-23_T1w	2045.0	2359.0	2443.0	3603.0	2578.0	5521.0	2734.0	2667.0	1778.0	793.0	2866.0	3008.0	564.0	2148.0	11375.0	15947.0	1740.0	2027.0	5240.0	2387.0	4520.0	4620.0	4275.0	6231.0	7030.0	6388.0	5497.0	4742.0	6922.0	5865.0	2271.0	1252.0	650.0	5060.0	2228.0	1397.0	7121.0	8832.0	556.0	365.0	1776.0	5011.0	5658.0	2683.0	3352.0	2094.0	1175.0	1828.0	2349.0	1955.0	439.0	2439.0	3677.0	3598.0	481.0	4745.0	1089.0	1789.0	1119.0	1499.0	2627.0	552.0	1380.0	2682.0	3197.0	1107.0	3753.0	2563.0	1694.0	556.0	2196.0	1903.0	8787.0	459.0	1125378.0	1529547.594429
sub-1_ses-24_T1w	2073.0	2331.0	2292.0	3611.0	2472.0	5832.0	2743.0	2709.0	1756.0	739.0	2870.0	2698.0	844.0	2086.0	12213.0	15812.0	1705.0	1974.0	5271.0	2283.0	4547.0	4019.0	3984.0	6381.0	7121.0	6512.0	5172.0	4670.0	6922.0	5959.0	2280.0	1046.0	703.0	5072.0	2423.0	1539.0	6933.0	8993.0	583.0	389.0	1603.0	4931.0	5683.0	2362.0	3332.0	2102.0	1160.0	1702.0	2441.0	2075.0	521.0	2154.0	3386.0	3466.0	462.0	4618.0	1019.0	1758.0	1276.0	1655.0	2681.0	435.0	1564.0	2357.0	3273.0	1057.0	3955.0	2425.0	1555.0	581.0	2197.0	1796.0	8309.0	374.0	1132691.0	1527441.742103
sub-1_ses-25_T1w	1893.0	2328.0	2281.0	3523.0	2393.0	5264.0	2669.0	2683.0	1784.0	797.0	2766.0	2700.0	849.0	2004.0	11425.0	15564.0	1623.0	2002.0	5113.0	2211.0	4345.0	4293.0	4193.0	6276.0	6487.0	5844.0	5248.0	4419.0	6680.0	5609.0	2151.0	1135.0	662.0	5012.0	2205.0	1322.0	6854.0	8716.0	566.0	371.0	1740.0	4894.0	5443.0	2538.0	3319.0	2023.0	1208.0	1743.0	2528.0	1999.0	509.0	2310.0	3370.0	3370.0	434.0	4643.0	1055.0	1918.0	1171.0	1681.0	2467.0	557.0	1360.0	2508.0	3283.0	1107.0	3683.0	2252.0	1630.0	703.0	1948.0	1942.0	8904.0	469.0	1120511.0	1518140.51578
sub-1_ses-26_T1w	1934.0	2186.0	2183.0	3479.0	2536.0	5811.0	2900.0	2536.0	1781.0	768.0	2859.0	2618.0	624.0	2145.0	11417.0	14664.0	1908.0	2170.0	4980.0	2314.0	4242.0	4479.0	4276.0	5970.0	6069.0	6301.0	5232.0	4268.0	6493.0	5561.0	2344.0	1320.0	657.0	4886.0	2347.0	1357.0	6964.0	8861.0	474.0	417.0	1669.0	4885.0	5702.0	2459.0	3356.0	1944.0	1066.0	1656.0	2255.0	2006.0	440.0	2199.0	3041.0	3191.0	448.0	4543.0	1015.0	1774.0	1241.0	1686.0	2471.0	493.0	1320.0	2547.0	3104.0	1039.0	3560.0	2278.0	1866.0	569.0	1924.0	1865.0	8453.0	401.0	1103676.0	1515796.923164
sub-1_ses-27_T1w	1964.0	2330.0	2314.0	3530.0	2291.0	5864.0	2573.0	2642.0	1760.0	761.0	2881.0	2786.0	626.0	2207.0	11218.0	15304.0	1845.0	2197.0	5207.0	2326.0	4455.0	4338.0	4069.0	6070.0	6427.0	6286.0	5484.0	4526.0	7012.0	5633.0	2180.0	1076.0	616.0	5025.0	2098.0	1427.0	6934.0	8919.0	545.0	427.0	1696.0	5037.0	5820.0	2548.0	3477.0	2147.0	1198.0	1800.0	2550.0	2026.0	443.0	2293.0	3512.0	3309.0	490.0	4591.0	997.0	1690.0	1157.0	1719.0	2506.0	526.0	1254.0	2600.0	3254.0	1052.0	3808.0	2298.0	1633.0	688.0	1955.0	1742.0	8964.0	461.0	1121957.0	1523979.663151
sub-1_ses-28_T1w	1852.0	2193.0	2273.0	3420.0	2437.0	5361.0	2992.0	2645.0	1685.0	767.0	2797.0	2970.0	816.0	2003.0	11531.0	15364.0	1751.0	1879.0	5257.0	2246.0	4391.0	4416.0	3982.0	6139.0	6236.0	5889.0	5153.0	4348.0	6450.0	5639.0	2578.0	1211.0	667.0	5035.0	2181.0	1331.0	6977.0	8679.0	582.0	311.0	1743.0	4775.0	5396.0	2515.0	3236.0	1949.0	1165.0	1732.0	2394.0	1945.0	523.0	2295.0	3103.0	3522.0	525.0	4549.0	933.0	1758.0	1099.0	1638.0	2536.0	553.0	1265.0	2437.0	3195.0	1033.0	3778.0	2388.0	1769.0	624.0	1925.0	1865.0	9084.0	422.0	1116823.0	1515117.576387
sub-1_ses-29_T1w	1982.0	2148.0	2083.0	3612.0	2426.0	5696.0	2858.0	2616.0	1870.0	788.0	2857.0	2677.0	981.0	1883.0	11343.0	14827.0	1595.0	2263.0	4960.0	2193.0	4526.0	4294.0	4261.0	6232.0	7154.0	5757.0	5185.0	4246.0	6553.0	5593.0	2240.0	1131.0	701.0	4836.0	2383.0	1438.0	6751.0	8478.0	532.0	314.0	1615.0	4720.0	5467.0	2472.0	3327.0	1979.0	1126.0	1581.0	2388.0	1956.0	453.0	2191.0	3308.0	3391.0	381.0	4689.0	992.0	1845.0	1130.0	1654.0	2479.0	574.0	1254.0	2499.0	3209.0	1029.0	3739.0	2305.0	1834.0	624.0	1831.0	1950.0	8497.0	412.0	1112475.0	1516067.341611
