rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-1_T1w	1016.0	829.0	1960.0	1763.0	446.0	3169.0	5679.0	3564.0	822.0	4659.0	2908.0	3418.0	2307.0	3404.0	539.0	1635.0	1376.0	923.0	1378.0	1576.0	3784.0	1100.0	4384.0	4329.0	731.0	6627.0	7632.0	6230.0	3521.0	3659.0	485.0	469.0	307.0	2483.0	89109.8	1309546.0	1689687.894476
sub-2_ses-2_T1w	1059.0	807.0	1816.0	1674.0	448.0	3297.0	5601.0	3700.0	857.0	4741.0	2914.0	3414.0	2363.0	3430.0	572.0	1591.0	1412.0	944.0	1379.0	1556.0	3702.0	845.0	4589.0	4330.0	760.0	6633.0	7455.0	6033.0	3536.0	3558.0	465.0	468.0	302.0	2459.0	88712.6	1304229.0	1664244.346295
sub-2_ses-3_T1w	1013.0	809.0	1878.0	1745.0	411.0	3226.0	5735.0	3625.0	854.0	4710.0	3018.0	3393.0	2294.0	3466.0	545.0	1647.0	1408.0	969.0	1428.0	1552.0	3765.0	880.0	4420.0	4420.0	747.0	6670.0	7342.0	6054.0	3542.0	3525.0	484.0	483.0	304.0	2238.0	88603.7	1298938.0	1689039.10689
sub-2_ses-4_T1w	1094.0	867.0	1984.0	1737.0	426.0	3135.0	5764.0	3655.0	891.0	4655.0	2863.0	3463.0	2370.0	3433.0	556.0	1643.0	1407.0	978.0	1471.0	1614.0	3761.0	1109.0	4551.0	4407.0	754.0	6807.0	7439.0	6063.0	3509.0	3607.0	459.0	504.0	320.0	2485.0	89783.1	1296845.0	1651817.124084
sub-2_ses-5_T1w	1052.0	884.0	2005.0	1714.0	396.0	3212.0	5824.0	3656.0	846.0	4596.0	2844.0	3430.0	2336.0	3405.0	580.0	1647.0	1409.0	980.0	1408.0	1621.0	3766.0	1137.0	4506.0	4314.0	768.0	6655.0	7458.0	6145.0	3502.0	3628.0	473.0	490.0	310.0	2531.0	89528.7	1308132.0	1655518.967365
sub-2_ses-6_T1w	1049.0	791.0	1896.0	1744.0	457.0	3149.0	5763.0	3666.0	876.0	4719.0	2844.0	3439.0	2470.0	3485.0	540.0	1663.0	1412.0	947.0	1415.0	1612.0	3751.0	967.0	4516.0	4367.0	769.0	6501.0	7529.0	6056.0	3523.0	3601.0	433.0	504.0	307.0	2473.0	89235.4	1313236.0	1639371.811942
sub-2_ses-7_T1w	1102.0	815.0	1904.0	1811.0	407.0	3248.0	5745.0	3694.0	850.0	4562.0	3174.0	3416.0	2225.0	3390.0	559.0	1562.0	1394.0	954.0	1414.0	1589.0	3747.0	919.0	4465.0	4272.0	787.0	6678.0	7508.0	5932.0	3494.0	3657.0	472.0	497.0	305.0	2130.0	88679.4	1300536.0	1652410.892557
sub-2_ses-8_T1w	1049.0	738.0	1810.0	1695.0	423.0	3162.0	5797.0	3642.0	802.0	4536.0	3078.0	3403.0	2387.0	3453.0	534.0	1618.0	1373.0	915.0	1337.0	1580.0	3715.0	909.0	4511.0	4361.0	750.0	6415.0	7339.0	6052.0	3518.0	3450.0	471.0	438.0	312.0	2089.0	87664.1	1311284.0	1655237.425703
sub-2_ses-9_T1w	1073.0	902.0	1874.0	1681.0	425.0	3171.0	5817.0	3609.0	881.0	4554.0	2810.0	3249.0	2225.0	3394.0	575.0	1637.0	1412.0	951.0	1392.0	1489.0	3748.0	1151.0	4547.0	4305.0	792.0	6711.0	7516.0	5882.0	3487.0	3570.0	481.0	511.0	310.0	2484.0	88614.1	1302824.0	1634720.060833
sub-2_ses-10_T1w	1075.0	824.0	1922.0	1657.0	412.0	3266.0	5831.0	3640.0	896.0	4526.0	2975.0	3434.0	2377.0	3460.0	606.0	1613.0	1410.0	950.0	1420.0	1574.0	3663.0	953.0	4512.0	4345.0	750.0	6812.0	7617.0	6077.0	3495.0	3650.0	466.0	503.0	302.0	2469.0	89479.0	1309519.0	1625325.23382
sub-2_ses-11_T1w	1009.0	828.0	1919.0	1813.0	396.0	3254.0	5845.0	3634.0	879.0	4620.0	3166.0	3502.0	2331.0	3490.0	554.0	1627.0	1412.0	949.0	1415.0	1621.0	3710.0	928.0	4500.0	4330.0	782.0	6554.0	7612.0	6106.0	3565.0	3620.0	458.0	468.0	312.0	2194.0	89404.5	1305764.0	1661932.733146
sub-2_ses-12_T1w	1021.0	851.0	1973.0	1803.0	397.0	3340.0	5846.0	3664.0	902.0	4615.0	3187.0	3488.0	2476.0	3374.0	578.0	1594.0	1390.0	953.0	1402.0	1498.0	3723.0	1151.0	4342.0	4260.0	773.0	6679.0	7341.0	6043.0	3577.0	3626.0	433.0	504.0	302.0	2151.0	89257.7	1304926.0	1693626.741318
sub-2_ses-13_T1w	1098.0	836.0	1790.0	1792.0	417.0	3290.0	5742.0	3669.0	924.0	4698.0	3056.0	3497.0	2441.0	3440.0	573.0	1628.0	1425.0	925.0	1401.0	1628.0	3717.0	1137.0	4668.0	4349.0	759.0	6799.0	7443.0	6087.0	3574.0	3609.0	472.0	467.0	301.0	2453.0	90103.0	1305001.0	1639480.031811
sub-2_ses-14_T1w	1056.0	868.0	1901.0	1769.0	401.0	3258.0	5630.0	3664.0	851.0	4613.0	3389.0	3497.0	2340.0	3409.0	576.0	1624.0	1428.0	938.0	1393.0	1594.0	3713.0	1140.0	4495.0	4295.0	777.0	6738.0	7450.0	6013.0	3461.0	3671.0	408.0	501.0	316.0	2152.0	89327.0	1304361.0	1625419.966756
sub-2_ses-15_T1w	1115.0	819.0	1899.0	1714.0	431.0	3339.0	5762.0	3649.0	859.0	4561.0	2944.0	3454.0	2291.0	3461.0	545.0	1597.0	1433.0	960.0	1451.0	1635.0	3746.0	914.0	4522.0	4376.0	798.0	6756.0	7525.0	6072.0	3545.0	3677.0	452.0	501.0	320.0	2422.0	89547.1	1296933.0	1640429.623848
sub-2_ses-16_T1w	1085.0	844.0	1890.0	1784.0	415.0	3320.0	5763.0	3632.0	849.0	4727.0	3041.0	3491.0	2389.0	3494.0	545.0	1599.0	1423.0	998.0	1463.0	1614.0	3751.0	1139.0	4588.0	4359.0	785.0	6800.0	7608.0	6102.0	3551.0	3588.0	485.0	520.0	316.0	2448.0	90405.4	1300914.0	1622170.608952
sub-2_ses-17_T1w	1119.0	881.0	1909.0	1743.0	423.0	3281.0	5925.0	3694.0	846.0	4519.0	3141.0	3436.0	2389.0	3408.0	581.0	1583.0	1410.0	955.0	1412.0	1579.0	3746.0	1103.0	4432.0	4293.0	769.0	6737.0	7566.0	6076.0	3490.0	3624.0	464.0	477.0	314.0	2189.0	89514.4	1297984.0	1659628.37542
sub-2_ses-18_T1w	1063.0	899.0	1912.0	1678.0	366.0	3310.0	5934.0	3583.0	876.0	4553.0	3187.0	3461.0	2379.0	3446.0	575.0	1616.0	1382.0	925.0	1377.0	1578.0	3751.0	1117.0	4578.0	4440.0	754.0	6589.0	7587.0	6192.0	3544.0	3650.0	482.0	531.0	295.0	2102.0	89711.3	1306144.0	1645580.299923
sub-2_ses-19_T1w	1060.0	732.0	1856.0	1745.0	347.0	3317.0	5653.0	3719.0	859.0	4584.0	2936.0	3513.0	2310.0	3402.0	552.0	1615.0	1402.0	940.0	1385.0	1624.0	3699.0	886.0	4516.0	4349.0	803.0	6807.0	7388.0	6110.0	3475.0	3663.0	446.0	458.0	290.0	2483.0	88921.8	1300103.0	1626632.099584
sub-2_ses-20_T1w	1097.0	790.0	1966.0	1629.0	407.0	3260.0	6031.0	3633.0	860.0	4450.0	3219.0	3437.0	2382.0	3527.0	597.0	1633.0	1450.0	938.0	1387.0	1575.0	3749.0	906.0	4598.0	4402.0	720.0	6745.0	7683.0	6193.0	3522.0	3665.0	454.0	492.0	314.0	2129.0	89838.6	1309587.0	1623514.177817
sub-2_ses-21_T1w	1058.0	798.0	1887.0	1762.0	415.0	3290.0	5732.0	3564.0	825.0	4649.0	3180.0	3455.0	2321.0	3459.0	573.0	1601.0	1398.0	929.0	1403.0	1606.0	3719.0	932.0	4417.0	4300.0	740.0	6493.0	7526.0	5956.0	3544.0	3504.0	462.0	511.0	313.0	2129.0	88450.9	1308746.0	1649143.032261
sub-2_ses-22_T1w	1063.0	864.0	1967.0	1724.0	414.0	3240.0	5870.0	3657.0	847.0	4712.0	3006.0	3470.0	2394.0	3450.0	551.0	1657.0	1422.0	966.0	1382.0	1612.0	3790.0	1102.0	4480.0	4431.0	775.0	6535.0	7475.0	6310.0	3569.0	3581.0	436.0	527.0	314.0	2438.0	90031.3	1310753.0	1633420.416629
sub-2_ses-23_T1w	1037.0	796.0	1864.0	1796.0	410.0	3279.0	5656.0	3681.0	884.0	4637.0	3090.0	3461.0	2359.0	3448.0	558.0	1646.0	1401.0	966.0	1379.0	1582.0	3686.0	938.0	4507.0	4311.0	772.0	6751.0	7695.0	6115.0	3510.0	3663.0	463.0	531.0	301.0	2482.0	89653.2	1311205.0	1634763.232587
sub-2_ses-24_T1w	1089.0	836.0	1860.0	1797.0	417.0	3273.0	5810.0	3739.0	814.0	4641.0	2985.0	3463.0	2318.0	3480.0	561.0	1620.0	1379.0	951.0	1439.0	1607.0	3758.0	1091.0	4619.0	4350.0	818.0	6737.0	7399.0	6088.0	3565.0	3655.0	452.0	456.0	308.0	2562.0	89937.8	1306841.0	1643422.174738
sub-2_ses-25_T1w	1028.0	780.0	1890.0	1780.0	452.0	3265.0	5627.0	3670.0	844.0	4715.0	2946.0	3554.0	2321.0	3432.0	567.0	1583.0	1382.0	937.0	1394.0	1568.0	3633.0	891.0	4457.0	4323.0	748.0	6486.0	7367.0	6072.0	3646.0	3515.0	485.0	502.0	303.0	2373.0	88536.1	1298328.0	1653651.081123
sub-2_ses-26_T1w	1089.0	926.0	1861.0	1690.0	428.0	3252.0	5676.0	3671.0	890.0	4759.0	3167.0	3334.0	2427.0	3458.0	555.0	1630.0	1412.0	955.0	1412.0	1561.0	3780.0	1177.0	4551.0	4333.0	776.0	6704.0	7540.0	6095.0	3506.0	3588.0	487.0	482.0	314.0	2125.0	89613.2	1307272.0	1635443.488623
sub-2_ses-27_T1w	1089.0	806.0	1824.0	1758.0	392.0	3320.0	5754.0	3698.0	889.0	4568.0	3240.0	3463.0	2418.0	3420.0	564.0	1614.0	1406.0	900.0	1382.0	1624.0	3712.0	897.0	4468.0	4311.0	762.0	6580.0	7426.0	6137.0	3495.0	3632.0	456.0	463.0	310.0	2138.0	88916.2	1299537.0	1670780.348511
