lh.aparc.a2009s.volume	lh_G_and_S_frontomargin_volume	lh_G_and_S_occipital_inf_volume	lh_G_and_S_paracentral_volume	lh_G_and_S_subcentral_volume	lh_G_and_S_transv_frontopol_volume	lh_G_and_S_cingul-Ant_volume	lh_G_and_S_cingul-Mid-Ant_volume	lh_G_and_S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg_and_S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet_and_P_trans_volume	lh_S_oc_middle_and_Lunatus_volume	lh_S_oc_sup_and_transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med_and_Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-2_ses-11_T1w	2771.0	3875.0	3311.0	3192.0	2021.0	5622.0	3339.0	2087.0	1712.0	838.0	3594.0	3810.0	1241.0	4164.0	11711.0	18495.0	1719.0	2643.0	6649.0	2962.0	5716.0	5880.0	3521.0	7235.0	6164.0	6634.0	6181.0	5104.0	6846.0	7432.0	2924.0	1386.0	1108.0	7642.0	1979.0	2060.0	6749.0	9087.0	379.0	428.0	1430.0	3606.0	6800.0	3985.0	3337.0	1434.0	867.0	2310.0	2606.0	1876.0	748.0	5153.0	2335.0	3807.0	478.0	3602.0	1705.0	2463.0	833.0	1856.0	3217.0	629.0	1369.0	3226.0	3101.0	837.0	3979.0	3374.0	1673.0	965.0	1645.0	2773.0	9085.0	573.0	1305764.0	1661932.733146
sub-2_ses-12_T1w	2894.0	3526.0	3033.0	3161.0	2093.0	5897.0	3016.0	1966.0	1749.0	951.0	3368.0	3390.0	1300.0	3562.0	10887.0	17546.0	1710.0	2656.0	6396.0	2798.0	5577.0	5723.0	3360.0	6860.0	6065.0	6333.0	5795.0	4562.0	6388.0	6943.0	2614.0	1605.0	1121.0	6862.0	2351.0	1941.0	6607.0	8699.0	439.0	716.0	1474.0	3893.0	6795.0	3756.0	3448.0	1493.0	819.0	2380.0	2556.0	1886.0	722.0	5615.0	2367.0	3916.0	422.0	3626.0	1606.0	2318.0	815.0	2078.0	3310.0	708.0	1131.0	3114.0	3071.0	574.0	3745.0	3156.0	1618.0	1275.0	1858.0	2441.0	9304.0	654.0	1304926.0	1693626.741318
sub-2_ses-13_T1w	2512.0	4002.0	3338.0	3142.0	2123.0	5766.0	3362.0	2262.0	1795.0	971.0	3386.0	3722.0	1236.0	3836.0	12406.0	18313.0	1767.0	2754.0	6468.0	2722.0	5751.0	5946.0	3626.0	7007.0	6442.0	6523.0	6013.0	5148.0	6861.0	7208.0	2612.0	1578.0	1114.0	7226.0	2225.0	2025.0	6607.0	9152.0	414.0	636.0	1398.0	3558.0	6481.0	3904.0	3310.0	1510.0	854.0	2190.0	2536.0	1760.0	771.0	5122.0	2151.0	3923.0	421.0	3610.0	1783.0	2517.0	713.0	1780.0	2957.0	633.0	1255.0	3177.0	2883.0	940.0	3907.0	3341.0	1541.0	1180.0	1901.0	2844.0	9545.0	588.0	1305001.0	1639480.031811
sub-2_ses-14_T1w	3183.0	3899.0	3262.0	3058.0	1936.0	5344.0	2608.0	2173.0	1810.0	966.0	3560.0	3935.0	1211.0	3897.0	11663.0	19020.0	1794.0	2560.0	5971.0	2842.0	5797.0	5983.0	3124.0	7010.0	6232.0	6777.0	5988.0	4776.0	6735.0	6990.0	2892.0	1623.0	1168.0	7476.0	2006.0	2090.0	6471.0	9228.0	380.0	555.0	1433.0	3936.0	7123.0	3929.0	3561.0	1493.0	825.0	2313.0	2714.0	1916.0	877.0	5092.0	2169.0	3728.0	434.0	3635.0	1875.0	2550.0	761.0	1696.0	3311.0	692.0	1145.0	3064.0	3088.0	897.0	4079.0	3088.0	1526.0	1184.0	1857.0	2925.0	9179.0	584.0	1304361.0	1625419.966756
sub-2_ses-15_T1w	2704.0	4045.0	2994.0	3180.0	2170.0	5467.0	3068.0	2036.0	1719.0	1001.0	3422.0	3811.0	1238.0	3987.0	11151.0	17759.0	1469.0	2431.0	6258.0	2727.0	5413.0	5588.0	3378.0	7000.0	6171.0	6687.0	6021.0	4789.0	6591.0	6456.0	2735.0	1630.0	1090.0	7216.0	1836.0	1917.0	6904.0	8593.0	354.0	532.0	1529.0	3682.0	6438.0	3633.0	3231.0	1494.0	850.0	2297.0	2784.0	1709.0	819.0	5282.0	2081.0	4184.0	413.0	3405.0	1655.0	2285.0	677.0	2023.0	3185.0	665.0	1171.0	3150.0	3085.0	791.0	3732.0	3185.0	1705.0	1320.0	1594.0	2843.0	9508.0	575.0	1296933.0	1640429.623848
sub-2_ses-16_T1w	2880.0	3884.0	3107.0	2989.0	1972.0	5644.0	3200.0	2191.0	1784.0	945.0	3475.0	3649.0	1223.0	3954.0	11024.0	18394.0	1691.0	2562.0	6283.0	2892.0	5763.0	5812.0	3435.0	6855.0	6143.0	6877.0	6230.0	4961.0	6605.0	7056.0	2810.0	1399.0	1104.0	7103.0	2011.0	2037.0	6896.0	8907.0	352.0	576.0	1530.0	3568.0	6451.0	3751.0	3441.0	1399.0	847.0	2178.0	2786.0	1905.0	830.0	5746.0	2433.0	3547.0	375.0	3729.0	1731.0	2391.0	760.0	1760.0	3102.0	645.0	1148.0	3148.0	3049.0	871.0	3910.0	3315.0	1665.0	989.0	1608.0	2898.0	9916.0	573.0	1300914.0	1622170.608952
sub-2_ses-17_T1w	2816.0	3779.0	3103.0	3223.0	2037.0	5477.0	2907.0	2290.0	1657.0	820.0	3459.0	3532.0	1327.0	3866.0	11387.0	18503.0	1601.0	2470.0	6155.0	2760.0	5339.0	5712.0	3491.0	6703.0	6189.0	6519.0	5931.0	4740.0	6556.0	6833.0	2647.0	1573.0	1096.0	7126.0	2026.0	1955.0	6511.0	9008.0	335.0	546.0	1529.0	3811.0	6712.0	3850.0	3248.0	1456.0	885.0	2215.0	2819.0	1924.0	820.0	5471.0	2195.0	3768.0	395.0	3530.0	1647.0	2315.0	739.0	1745.0	3018.0	652.0	1203.0	3287.0	2995.0	1000.0	3808.0	3238.0	1599.0	1198.0	1704.0	2770.0	9274.0	456.0	1297984.0	1659628.37542
sub-2_ses-18_T1w	2747.0	4150.0	3296.0	3234.0	2052.0	5781.0	3321.0	2229.0	1799.0	1093.0	3596.0	3721.0	1163.0	3600.0	12120.0	18633.0	1867.0	2615.0	6333.0	2760.0	5842.0	5706.0	4360.0	6993.0	5849.0	6628.0	6067.0	5158.0	7007.0	6881.0	2888.0	1377.0	1168.0	7221.0	2560.0	1993.0	5658.0	8482.0	606.0	567.0	1423.0	3721.0	6598.0	3742.0	3268.0	1528.0	900.0	2347.0	2593.0	1766.0	826.0	4877.0	2006.0	4000.0	452.0	3433.0	1698.0	2414.0	892.0	1747.0	3133.0	727.0	1253.0	3365.0	2903.0	830.0	3908.0	3311.0	1448.0	1205.0	1552.0	2751.0	9995.0	557.0	1306144.0	1645580.299923
sub-2_ses-19_T1w	2935.0	3963.0	3256.0	3126.0	2310.0	6030.0	2853.0	2144.0	1877.0	955.0	3438.0	3860.0	1303.0	3911.0	10939.0	17613.0	1738.0	2615.0	6470.0	2822.0	6025.0	5658.0	3260.0	6916.0	6483.0	6833.0	5973.0	4880.0	7017.0	6926.0	2851.0	1501.0	965.0	6817.0	1974.0	2044.0	6852.0	9004.0	407.0	535.0	1513.0	3731.0	6867.0	3753.0	3414.0	1411.0	864.0	2228.0	2668.0	1806.0	815.0	5574.0	2300.0	3909.0	423.0	3538.0	1712.0	2367.0	758.0	1874.0	3009.0	690.0	1177.0	3292.0	3010.0	829.0	3987.0	3249.0	1461.0	1211.0	1762.0	2782.0	9835.0	698.0	1300103.0	1626632.099584
sub-2_ses-20_T1w	2887.0	3795.0	3151.0	3273.0	2103.0	5835.0	3444.0	2234.0	1817.0	1013.0	3446.0	3691.0	1258.0	3895.0	11754.0	18382.0	1649.0	2773.0	6109.0	2811.0	5627.0	5731.0	3586.0	6705.0	6256.0	6772.0	6038.0	5143.0	6602.0	7082.0	2768.0	1545.0	1114.0	6951.0	1983.0	2026.0	6588.0	9240.0	314.0	647.0	1548.0	3945.0	6904.0	3847.0	3340.0	1429.0	826.0	2285.0	2557.0	1843.0	756.0	5441.0	2131.0	3953.0	426.0	3602.0	1802.0	2510.0	569.0	1859.0	3273.0	642.0	1163.0	3191.0	3019.0	914.0	3922.0	3385.0	1635.0	1271.0	1751.0	2490.0	9518.0	601.0	1309587.0	1623514.177817
sub-2_ses-21_T1w	3089.0	4189.0	3126.0	3057.0	2025.0	5514.0	3198.0	2142.0	1814.0	897.0	3566.0	3764.0	1171.0	3721.0	12110.0	18091.0	1546.0	2692.0	6562.0	2791.0	5891.0	5655.0	3398.0	6778.0	6132.0	6971.0	6036.0	4994.0	6844.0	7104.0	2979.0	1830.0	1095.0	6677.0	2013.0	2031.0	6107.0	8639.0	426.0	588.0	1657.0	3584.0	7100.0	3774.0	3411.0	1502.0	889.0	2434.0	2891.0	2092.0	853.0	5567.0	2049.0	4219.0	410.0	3431.0	1708.0	2622.0	795.0	1705.0	3352.0	679.0	1138.0	3219.0	3124.0	825.0	3863.0	3170.0	1571.0	1135.0	1659.0	2714.0	10238.0	465.0	1308746.0	1649143.032261
sub-2_ses-22_T1w	3004.0	4037.0	3152.0	3068.0	2184.0	5871.0	3216.0	2317.0	1741.0	927.0	3399.0	3787.0	1233.0	3951.0	11306.0	18090.0	1778.0	2631.0	6346.0	2849.0	5633.0	5805.0	3364.0	6480.0	6305.0	6905.0	6048.0	4949.0	6964.0	7146.0	2690.0	1429.0	1147.0	6891.0	1847.0	1974.0	6469.0	9064.0	405.0	607.0	1533.0	3733.0	6998.0	3836.0	3442.0	1514.0	906.0	2304.0	2507.0	1735.0	879.0	5185.0	2195.0	4061.0	446.0	3625.0	1726.0	2450.0	795.0	1892.0	3379.0	626.0	1111.0	3446.0	3074.0	989.0	3884.0	3252.0	1684.0	1259.0	1798.0	2794.0	9806.0	498.0	1310753.0	1633420.416629
sub-2_ses-23_T1w	2669.0	3966.0	3273.0	3040.0	1858.0	5418.0	3409.0	2114.0	1786.0	1022.0	3539.0	3716.0	1319.0	3720.0	11625.0	18481.0	1595.0	2707.0	6461.0	2794.0	5881.0	5894.0	3454.0	7036.0	6306.0	6817.0	6185.0	5038.0	6822.0	6975.0	2616.0	1516.0	1131.0	6861.0	1928.0	2007.0	6899.0	9075.0	336.0	770.0	1554.0	3873.0	6965.0	3892.0	3365.0	1568.0	750.0	2296.0	2750.0	1745.0	797.0	5735.0	2107.0	4387.0	442.0	3716.0	1658.0	2430.0	735.0	1834.0	3345.0	679.0	1266.0	3392.0	3099.0	767.0	4087.0	3307.0	1653.0	1285.0	1677.0	2754.0	10171.0	507.0	1311205.0	1634763.232587
sub-2_ses-24_T1w	3098.0	4045.0	2962.0	3018.0	1873.0	6100.0	3666.0	2496.0	1869.0	938.0	3555.0	3903.0	1324.0	3855.0	11127.0	18281.0	1573.0	2745.0	6300.0	2693.0	5705.0	5650.0	3590.0	6921.0	6244.0	6698.0	5909.0	4944.0	6927.0	7170.0	2775.0	1605.0	1091.0	7386.0	1956.0	1952.0	6966.0	8892.0	401.0	546.0	1493.0	4182.0	6510.0	3822.0	3430.0	1514.0	775.0	2200.0	2671.0	1911.0	803.0	5642.0	2324.0	4116.0	438.0	3751.0	1773.0	2444.0	678.0	1869.0	3340.0	683.0	1114.0	3155.0	3090.0	1082.0	3880.0	3415.0	1465.0	1190.0	1790.0	2828.0	9695.0	565.0	1306841.0	1643422.174738
sub-2_ses-25_T1w	2989.0	3943.0	3227.0	3163.0	2230.0	6254.0	3017.0	2017.0	1836.0	1066.0	3247.0	3771.0	1162.0	3612.0	11279.0	17363.0	1689.0	2534.0	6597.0	2930.0	5874.0	5993.0	3255.0	6801.0	6186.0	6624.0	5818.0	4637.0	6735.0	6620.0	2748.0	1662.0	1047.0	6968.0	2107.0	1861.0	6763.0	8791.0	487.0	611.0	1521.0	3533.0	6302.0	3688.0	3248.0	1440.0	874.0	2436.0	2660.0	1802.0	752.0	5246.0	2334.0	4050.0	412.0	3553.0	1605.0	2344.0	766.0	1724.0	3130.0	618.0	1267.0	3265.0	3069.0	738.0	4018.0	3417.0	1426.0	1021.0	1807.0	2708.0	9506.0	565.0	1298328.0	1653651.081123
sub-2_ses-26_T1w	2867.0	4003.0	3237.0	3163.0	2229.0	5279.0	2464.0	2112.0	1757.0	844.0	3542.0	3748.0	1272.0	3760.0	12066.0	19540.0	1523.0	2544.0	6444.0	2870.0	5624.0	5650.0	3565.0	6917.0	6355.0	6682.0	6143.0	4950.0	7020.0	6983.0	2926.0	1618.0	1067.0	7177.0	1856.0	1854.0	6845.0	9085.0	372.0	646.0	1562.0	3981.0	6622.0	3751.0	3368.0	1520.0	837.0	2454.0	2650.0	1811.0	836.0	4912.0	2203.0	4121.0	394.0	3647.0	1692.0	2349.0	820.0	1838.0	3174.0	697.0	1173.0	3202.0	2992.0	770.0	3853.0	3392.0	1634.0	903.0	1788.0	2719.0	9534.0	540.0	1307272.0	1635443.488623
sub-2_ses-27_T1w	2880.0	3802.0	3073.0	3009.0	1937.0	5645.0	3290.0	2161.0	1763.0	905.0	3438.0	3615.0	1162.0	3667.0	11332.0	17943.0	1520.0	2702.0	5974.0	2806.0	5740.0	5560.0	3298.0	6979.0	6303.0	6464.0	6046.0	4726.0	6918.0	6965.0	2672.0	1597.0	1125.0	6979.0	1976.0	1966.0	6592.0	8731.0	391.0	528.0	1459.0	4097.0	6479.0	3754.0	3412.0	1500.0	783.0	2343.0	2718.0	1763.0	877.0	4938.0	2211.0	4130.0	378.0	3553.0	1711.0	2320.0	730.0	1561.0	3011.0	626.0	1189.0	3206.0	2988.0	694.0	3954.0	3247.0	1606.0	1056.0	1786.0	2592.0	9466.0	596.0	1299537.0	1670780.348511
sub-2_ses-28_T1w	2756.0	3783.0	2958.0	3035.0	2048.0	5856.0	3298.0	2036.0	1754.0	1059.0	3410.0	3793.0	1214.0	3948.0	11322.0	18188.0	1798.0	2530.0	6403.0	2821.0	5871.0	5844.0	3462.0	6894.0	6358.0	6720.0	6103.0	4708.0	6869.0	6635.0	3009.0	1622.0	1081.0	7350.0	2213.0	1925.0	6833.0	8959.0	350.0	650.0	1507.0	3792.0	6368.0	3813.0	3355.0	1474.0	877.0	2213.0	2914.0	1864.0	746.0	5561.0	2172.0	4123.0	411.0	3421.0	1719.0	2446.0	726.0	1829.0	3218.0	667.0	1206.0	3364.0	2976.0	979.0	3980.0	3247.0	1466.0	830.0	1770.0	2883.0	9452.0	535.0	1301893.0	1644100.725639
sub-2_ses-29_T1w	2927.0	3816.0	3127.0	3276.0	2001.0	6039.0	3257.0	2184.0	1851.0	914.0	3615.0	3634.0	1246.0	3804.0	11491.0	18125.0	1691.0	2666.0	6543.0	2852.0	5411.0	5787.0	3713.0	7057.0	6277.0	6525.0	6207.0	5107.0	6898.0	7121.0	3063.0	1280.0	1134.0	7263.0	2037.0	2013.0	6845.0	8920.0	441.0	583.0	1516.0	3901.0	6660.0	3740.0	3283.0	1485.0	767.0	2339.0	2748.0	1807.0	762.0	5456.0	2280.0	4023.0	448.0	3304.0	1641.0	2361.0	825.0	1830.0	3467.0	668.0	1209.0	3242.0	3021.0	969.0	3924.0	3349.0	1715.0	1024.0	1678.0	2725.0	9574.0	550.0	1310647.0	1680910.842606
