rh.aparc.a2009s.area	rh_G_and_S_frontomargin_area	rh_G_and_S_occipital_inf_area	rh_G_and_S_paracentral_area	rh_G_and_S_subcentral_area	rh_G_and_S_transv_frontopol_area	rh_G_and_S_cingul-Ant_area	rh_G_and_S_cingul-Mid-Ant_area	rh_G_and_S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg_and_S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet_and_P_trans_area	rh_S_oc_middle_and_Lunatus_area	rh_S_oc_sup_and_transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med_and_Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-11_T1w	913.0	796.0	1007.0	967.0	1055.0	2198.0	991.0	929.0	308.0	201.0	1743.0	946.0	281.0	591.0	2664.0	5311.0	422.0	452.0	1721.0	1088.0	1635.0	2354.0	648.0	2148.0	2449.0	1708.0	1877.0	1323.0	1546.0	2162.0	657.0	528.0	208.0	1300.0	495.0	489.0	1838.0	2021.0	267.0	114.0	904.0	2193.0	1418.0	1732.0	1756.0	868.0	393.0	825.0	955.0	641.0	292.0	1247.0	1918.0	1863.0	339.0	2571.0	506.0	1169.0	528.0	888.0	1447.0	383.0	571.0	1143.0	1643.0	865.0	1507.0	1169.0	893.0	187.0	825.0	946.0	4267.0	202.0	89404.5	1305764.0	1661932.733146
sub-2_ses-12_T1w	854.0	782.0	998.0	973.0	1112.0	2210.0	1047.0	943.0	347.0	208.0	1693.0	954.0	267.0	631.0	2800.0	5196.0	332.0	492.0	1811.0	1079.0	1695.0	2240.0	641.0	2199.0	2553.0	1725.0	1854.0	1329.0	1494.0	2118.0	669.0	481.0	203.0	1335.0	572.0	501.0	1940.0	1863.0	258.0	111.0	924.0	2268.0	1415.0	1603.0	1707.0	863.0	383.0	813.0	922.0	670.0	316.0	1189.0	1893.0	1863.0	332.0	2531.0	490.0	1133.0	480.0	870.0	1511.0	320.0	613.0	1184.0	1638.0	966.0	1505.0	1140.0	893.0	181.0	851.0	1046.0	4032.0	203.0	89257.7	1304926.0	1693626.741318
sub-2_ses-13_T1w	995.0	794.0	1006.0	1012.0	1135.0	2166.0	1028.0	991.0	331.0	209.0	1722.0	973.0	275.0	577.0	2640.0	5464.0	351.0	482.0	1655.0	1110.0	1660.0	2310.0	644.0	2171.0	2565.0	1630.0	1968.0	1301.0	1619.0	2066.0	678.0	358.0	246.0	1337.0	592.0	488.0	2009.0	1864.0	268.0	120.0	867.0	2150.0	1434.0	1770.0	1745.0	846.0	374.0	795.0	942.0	699.0	299.0	1267.0	1934.0	1757.0	361.0	2469.0	517.0	1211.0	535.0	811.0	1444.0	392.0	704.0	1180.0	1628.0	937.0	1478.0	1147.0	958.0	206.0	941.0	1044.0	4251.0	204.0	90103.0	1305001.0	1639480.031811
sub-2_ses-14_T1w	855.0	794.0	969.0	967.0	1099.0	2161.0	1038.0	1017.0	332.0	204.0	1723.0	1047.0	275.0	615.0	2685.0	5402.0	324.0	479.0	1856.0	1105.0	1637.0	2372.0	653.0	2152.0	2660.0	1672.0	1865.0	1378.0	1588.0	2173.0	675.0	422.0	232.0	1305.0	660.0	483.0	1970.0	1880.0	279.0	88.0	901.0	2105.0	1509.0	1696.0	1737.0	852.0	394.0	790.0	953.0	685.0	342.0	1310.0	1870.0	1870.0	304.0	2457.0	498.0	1173.0	465.0	805.0	1393.0	351.0	672.0	1166.0	1619.0	892.0	1425.0	1068.0	892.0	174.0	810.0	978.0	3878.0	201.0	89327.0	1304361.0	1625419.966756
sub-2_ses-15_T1w	910.0	776.0	994.0	1012.0	1082.0	2304.0	992.0	874.0	294.0	186.0	1650.0	1051.0	272.0	583.0	2748.0	5195.0	367.0	444.0	1685.0	1064.0	1621.0	2305.0	658.0	2142.0	2669.0	1683.0	1920.0	1347.0	1523.0	2153.0	663.0	392.0	245.0	1273.0	601.0	501.0	1952.0	1835.0	283.0	112.0	864.0	2128.0	1430.0	1724.0	1746.0	806.0	392.0	784.0	950.0	790.0	353.0	1284.0	1915.0	1890.0	364.0	2481.0	462.0	1192.0	501.0	844.0	1430.0	380.0	695.0	1196.0	1707.0	835.0	1450.0	1127.0	878.0	205.0	858.0	1047.0	4275.0	203.0	89547.1	1296933.0	1640429.623848
sub-2_ses-16_T1w	998.0	826.0	992.0	992.0	988.0	2345.0	1014.0	961.0	349.0	209.0	1656.0	985.0	322.0	604.0	2919.0	5183.0	337.0	566.0	1707.0	1090.0	1642.0	2274.0	644.0	2226.0	2537.0	1680.0	1903.0	1342.0	1599.0	2032.0	672.0	362.0	209.0	1323.0	572.0	490.0	1987.0	1961.0	246.0	118.0	923.0	2216.0	1481.0	1697.0	1747.0	812.0	394.0	814.0	928.0	730.0	373.0	1326.0	1905.0	1901.0	371.0	2540.0	522.0	1180.0	475.0	822.0	1437.0	331.0	649.0	1202.0	1778.0	960.0	1500.0	1194.0	906.0	210.0	899.0	1000.0	4108.0	210.0	90405.4	1300914.0	1622170.608952
sub-2_ses-17_T1w	986.0	800.0	969.0	1029.0	1151.0	2382.0	1043.0	955.0	312.0	201.0	1632.0	951.0	305.0	619.0	2592.0	5162.0	349.0	476.0	1825.0	1136.0	1657.0	2290.0	743.0	2150.0	2641.0	1622.0	1961.0	1323.0	1525.0	2167.0	680.0	467.0	229.0	1295.0	492.0	530.0	1900.0	1912.0	256.0	93.0	889.0	2099.0	1433.0	1691.0	1743.0	830.0	368.0	782.0	932.0	691.0	331.0	1288.0	1971.0	1913.0	418.0	2532.0	489.0	1164.0	514.0	806.0	1427.0	316.0	587.0	1196.0	1610.0	899.0	1480.0	1146.0	912.0	171.0	824.0	1021.0	4013.0	221.0	89514.4	1297984.0	1659628.37542
sub-2_ses-18_T1w	884.0	795.0	982.0	986.0	1023.0	2283.0	1064.0	992.0	317.0	189.0	1576.0	967.0	258.0	619.0	2733.0	5292.0	379.0	453.0	1630.0	1154.0	1585.0	2228.0	665.0	2080.0	2850.0	1715.0	1994.0	1349.0	1646.0	2268.0	673.0	383.0	220.0	1363.0	522.0	488.0	1894.0	1940.0	261.0	86.0	864.0	2208.0	1445.0	1719.0	1740.0	827.0	377.0	834.0	920.0	749.0	337.0	1263.0	1910.0	1876.0	332.0	2428.0	507.0	1184.0	429.0	760.0	1443.0	338.0	747.0	1139.0	1692.0	954.0	1492.0	1167.0	898.0	203.0	876.0	1095.0	3976.0	200.0	89711.3	1306144.0	1645580.299923
sub-2_ses-19_T1w	930.0	773.0	946.0	980.0	1140.0	2298.0	996.0	892.0	333.0	200.0	1698.0	937.0	318.0	591.0	2824.0	5100.0	342.0	589.0	1701.0	1184.0	1751.0	2316.0	626.0	2089.0	2708.0	1610.0	1877.0	1350.0	1560.0	2105.0	675.0	378.0	221.0	1331.0	513.0	498.0	2069.0	1862.0	248.0	105.0	853.0	2124.0	1395.0	1689.0	1735.0	826.0	371.0	778.0	966.0	657.0	322.0	1297.0	1864.0	1806.0	386.0	2489.0	508.0	1164.0	506.0	815.0	1449.0	330.0	674.0	1179.0	1702.0	693.0	1452.0	1139.0	910.0	226.0	895.0	958.0	3885.0	210.0	88921.8	1300103.0	1626632.099584
sub-2_ses-20_T1w	932.0	738.0	1006.0	967.0	1022.0	2181.0	1037.0	984.0	330.0	191.0	1521.0	1014.0	254.0	616.0	3012.0	5249.0	347.0	436.0	1569.0	1146.0	1548.0	2153.0	671.0	2105.0	2923.0	1741.0	2049.0	1351.0	1632.0	2155.0	659.0	422.0	215.0	1325.0	667.0	490.0	1915.0	2003.0	281.0	99.0	885.0	2191.0	1411.0	1714.0	1736.0	817.0	386.0	797.0	945.0	743.0	345.0	1324.0	1881.0	1849.0	338.0	2460.0	568.0	1141.0	488.0	834.0	1600.0	319.0	644.0	1156.0	1652.0	730.0	1462.0	1172.0	917.0	180.0	893.0	966.0	4124.0	215.0	89838.6	1309587.0	1623514.177817
sub-2_ses-21_T1w	864.0	794.0	961.0	1005.0	1039.0	2275.0	983.0	980.0	334.0	187.0	1672.0	996.0	277.0	583.0	2610.0	5045.0	368.0	462.0	1610.0	1003.0	1540.0	2281.0	670.0	2059.0	2681.0	1676.0	1872.0	1339.0	1599.0	2155.0	681.0	500.0	219.0	1360.0	494.0	449.0	1963.0	1906.0	284.0	92.0	873.0	2242.0	1459.0	1705.0	1686.0	823.0	370.0	819.0	914.0	819.0	325.0	1240.0	1952.0	1886.0	322.0	2463.0	516.0	1199.0	451.0	845.0	1434.0	376.0	703.0	1126.0	1699.0	780.0	1421.0	1126.0	843.0	185.0	824.0	954.0	3991.0	212.0	88450.9	1308746.0	1649143.032261
sub-2_ses-22_T1w	876.0	802.0	1006.0	983.0	985.0	2236.0	1069.0	959.0	317.0	188.0	1622.0	1038.0	274.0	625.0	2817.0	5220.0	369.0	469.0	1698.0	1221.0	1540.0	2231.0	691.0	2156.0	2652.0	1704.0	1941.0	1428.0	1566.0	2180.0	686.0	420.0	240.0	1356.0	651.0	476.0	2067.0	1955.0	268.0	93.0	896.0	2198.0	1413.0	1703.0	1742.0	812.0	397.0	769.0	922.0	781.0	342.0	1146.0	1957.0	1822.0	354.0	2570.0	538.0	1214.0	473.0	822.0	1513.0	378.0	643.0	1191.0	1730.0	930.0	1458.0	1104.0	863.0	238.0	831.0	925.0	4083.0	198.0	90031.3	1310753.0	1633420.416629
sub-2_ses-23_T1w	956.0	763.0	986.0	947.0	1104.0	2216.0	998.0	972.0	340.0	194.0	1729.0	982.0	291.0	566.0	2910.0	5365.0	334.0	448.0	1854.0	1116.0	1634.0	2258.0	663.0	2250.0	2568.0	1679.0	1884.0	1314.0	1574.0	2059.0	682.0	367.0	226.0	1375.0	669.0	452.0	2015.0	1854.0	262.0	118.0	914.0	2147.0	1442.0	1729.0	1728.0	866.0	396.0	796.0	912.0	677.0	347.0	1204.0	1828.0	1896.0	382.0	2531.0	526.0	1146.0	463.0	903.0	1422.0	360.0	672.0	1176.0	1613.0	792.0	1517.0	1145.0	897.0	190.0	945.0	1000.0	3906.0	210.0	89653.2	1311205.0	1634763.232587
sub-2_ses-24_T1w	954.0	753.0	982.0	1010.0	1139.0	2311.0	1011.0	959.0	329.0	206.0	1728.0	1064.0	298.0	622.0	2678.0	5208.0	354.0	467.0	1786.0	1113.0	1662.0	2169.0	639.0	2158.0	2623.0	1645.0	1878.0	1336.0	1636.0	2091.0	685.0	404.0	240.0	1360.0	690.0	474.0	1960.0	1876.0	276.0	87.0	872.0	2208.0	1407.0	1702.0	1787.0	830.0	377.0	785.0	919.0	730.0	361.0	1273.0	1989.0	1825.0	392.0	2617.0	487.0	1192.0	505.0	818.0	1488.0	322.0	660.0	1192.0	1658.0	874.0	1447.0	1046.0	842.0	168.0	848.0	1088.0	4173.0	198.0	89937.8	1306841.0	1643422.174738
sub-2_ses-25_T1w	922.0	755.0	990.0	946.0	1044.0	2232.0	963.0	918.0	313.0	203.0	1667.0	995.0	288.0	625.0	2713.0	5104.0	372.0	410.0	1709.0	1070.0	1674.0	2305.0	649.0	2165.0	2406.0	1637.0	1813.0	1338.0	1547.0	2196.0	703.0	377.0	235.0	1433.0	539.0	477.0	1948.0	1876.0	254.0	102.0	909.0	2235.0	1490.0	1718.0	1678.0	812.0	369.0	771.0	972.0	675.0	371.0	1141.0	1876.0	1797.0	382.0	2402.0	507.0	1189.0	472.0	860.0	1528.0	332.0	689.0	1134.0	1668.0	765.0	1445.0	1090.0	927.0	149.0	817.0	1040.0	4213.0	200.0	88536.1	1298328.0	1653651.081123
sub-2_ses-26_T1w	901.0	766.0	1008.0	981.0	1000.0	2242.0	1034.0	1040.0	326.0	179.0	1620.0	1047.0	282.0	615.0	2770.0	5328.0	374.0	489.0	1977.0	1106.0	1688.0	2198.0	650.0	2138.0	2538.0	1657.0	1864.0	1377.0	1637.0	1969.0	678.0	497.0	220.0	1307.0	534.0	513.0	2014.0	1909.0	255.0	103.0	878.0	2188.0	1437.0	1635.0	1718.0	855.0	385.0	754.0	871.0	687.0	316.0	1242.0	1877.0	1882.0	378.0	2533.0	484.0	1173.0	482.0	846.0	1431.0	386.0	655.0	1160.0	1702.0	1058.0	1432.0	1104.0	894.0	219.0	1030.0	1014.0	3867.0	210.0	89613.2	1307272.0	1635443.488623
sub-2_ses-27_T1w	1025.0	810.0	963.0	1016.0	1125.0	2210.0	974.0	870.0	332.0	205.0	1660.0	1035.0	274.0	624.0	2467.0	5272.0	349.0	655.0	1779.0	1062.0	1640.0	2317.0	652.0	2102.0	2536.0	1646.0	1912.0	1319.0	1576.0	2031.0	688.0	431.0	245.0	1290.0	476.0	475.0	1981.0	1804.0	249.0	82.0	873.0	2158.0	1439.0	1737.0	1749.0	857.0	391.0	799.0	901.0	704.0	326.0	1175.0	1950.0	1797.0	404.0	2562.0	522.0	1202.0	464.0	831.0	1446.0	355.0	616.0	1091.0	1647.0	783.0	1493.0	1095.0	862.0	229.0	930.0	1089.0	4070.0	210.0	88916.2	1299537.0	1670780.348511
sub-2_ses-28_T1w	821.0	782.0	1023.0	998.0	1139.0	2180.0	1051.0	891.0	345.0	198.0	1615.0	940.0	267.0	601.0	2931.0	5372.0	350.0	479.0	1642.0	1121.0	1629.0	2193.0	664.0	2302.0	2371.0	1707.0	1894.0	1311.0	1582.0	2292.0	641.0	344.0	220.0	1275.0	642.0	472.0	1912.0	1917.0	263.0	116.0	924.0	2160.0	1375.0	1705.0	1755.0	844.0	385.0	816.0	963.0	695.0	288.0	1239.0	1894.0	1859.0	312.0	2523.0	501.0	1105.0	558.0	819.0	1570.0	290.0	604.0	1170.0	1597.0	771.0	1514.0	1181.0	889.0	220.0	826.0	1020.0	4378.0	203.0	89448.0	1301893.0	1644100.725639
sub-2_ses-29_T1w	908.0	834.0	1011.0	1003.0	973.0	2151.0	983.0	882.0	325.0	206.0	1610.0	992.0	347.0	583.0	2809.0	5336.0	338.0	496.0	1749.0	1158.0	1616.0	2174.0	662.0	2119.0	2675.0	1707.0	1866.0	1386.0	1592.0	2090.0	723.0	415.0	236.0	1336.0	582.0	492.0	1921.0	1941.0	255.0	106.0	897.0	2144.0	1414.0	1717.0	1729.0	834.0	397.0	806.0	918.0	660.0	328.0	1254.0	2017.0	1833.0	332.0	2533.0	493.0	1140.0	443.0	803.0	1493.0	318.0	703.0	1138.0	1674.0	808.0	1466.0	1109.0	866.0	196.0	863.0	1034.0	4158.0	205.0	89311.7	1310647.0	1680910.842606
sub-2_ses-30_T1w	957.0	738.0	1005.0	951.0	1123.0	2337.0	953.0	861.0	340.0	194.0	1722.0	937.0	317.0	588.0	2673.0	5070.0	370.0	416.0	1770.0	1080.0	1538.0	2285.0	670.0	2163.0	2476.0	1712.0	1881.0	1334.0	1523.0	2050.0	652.0	391.0	229.0	1335.0	548.0	482.0	1872.0	1819.0	255.0	116.0	908.0	2173.0	1517.0	1646.0	1705.0	850.0	396.0	815.0	970.0	793.0	327.0	1192.0	1932.0	1888.0	391.0	2450.0	488.0	1136.0	489.0	768.0	1401.0	327.0	663.0	1153.0	1665.0	743.0	1462.0	1101.0	933.0	201.0	870.0	1057.0	3956.0	201.0	88298.1	1291758.0	1709080.824849
sub-2_ses-31_T1w	928.0	811.0	989.0	989.0	1001.0	2199.0	1014.0	934.0	347.0	186.0	1641.0	986.0	297.0	633.0	2706.0	5279.0	342.0	430.0	1747.0	1078.0	1537.0	2196.0	666.0	2282.0	2554.0	1758.0	2040.0	1391.0	1607.0	2152.0	697.0	430.0	241.0	1338.0	573.0	466.0	2061.0	1937.0	255.0	96.0	879.0	2194.0	1399.0	1661.0	1683.0	820.0	387.0	773.0	905.0	837.0	354.0	1215.0	1937.0	1997.0	348.0	2386.0	487.0	1196.0	458.0	813.0	1471.0	379.0	700.0	1181.0	1736.0	919.0	1467.0	1145.0	887.0	201.0	823.0	999.0	4142.0	225.0	89822.6	1310970.0	1636262.738909
