lh.aparc.DKTatlas.volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-2_ses-23_T1w	3575.0	7130.0	4722.0	2058.0	10362.0	13559.0	12031.0	3303.0	14891.0	10269.0	8254.0	5445.0	16475.0	2213.0	4364.0	6317.0	2565.0	5761.0	2614.0	12016.0	2731.0	13907.0	11743.0	3899.0	14156.0	26681.0	10616.0	19078.0	10006.0	1230.0	6675.0	1311205.0	1634763.232587
sub-2_ses-24_T1w	4041.0	7174.0	4694.0	2064.0	10472.0	13601.0	12126.0	3372.0	14822.0	10224.0	8063.0	5557.0	16279.0	2315.0	4102.0	6273.0	2520.0	5857.0	2540.0	11887.0	3075.0	13783.0	12019.0	4141.0	13771.0	26822.0	10360.0	19027.0	9598.0	1209.0	6599.0	1306841.0	1643422.174738
sub-2_ses-25_T1w	3247.0	7290.0	4602.0	2044.0	10342.0	13514.0	11744.0	3278.0	14151.0	10261.0	8218.0	5457.0	16075.0	2151.0	4130.0	6218.0	2461.0	5511.0	2487.0	11634.0	2582.0	13477.0	11522.0	4228.0	13646.0	25968.0	10017.0	18430.0	9744.0	1189.0	6740.0	1298328.0	1653651.081123
sub-2_ses-26_T1w	3286.0	7600.0	4686.0	2149.0	10320.0	13405.0	11915.0	3170.0	14932.0	10171.0	7991.0	5644.0	16417.0	2054.0	4395.0	6258.0	2468.0	5542.0	2456.0	11878.0	2812.0	14023.0	11677.0	3790.0	13922.0	26610.0	10467.0	18799.0	9687.0	1202.0	6610.0	1307272.0	1635443.488623
sub-2_ses-27_T1w	3398.0	7296.0	4639.0	1896.0	9974.0	13316.0	11642.0	3253.0	14409.0	10187.0	7707.0	5286.0	15854.0	2086.0	4336.0	6065.0	2470.0	5393.0	2518.0	11781.0	2667.0	13633.0	11458.0	3798.0	13512.0	25985.0	10337.0	18780.0	9410.0	1218.0	6614.0	1299537.0	1670780.348511
sub-2_ses-28_T1w	3591.0	7107.0	4611.0	2053.0	10538.0	13333.0	12021.0	3368.0	14487.0	10246.0	8061.0	5486.0	16472.0	2224.0	4209.0	6292.0	2547.0	5771.0	2544.0	11646.0	2700.0	13716.0	11389.0	4138.0	13870.0	26341.0	10245.0	18755.0	9673.0	1187.0	6748.0	1301893.0	1644100.725639
sub-2_ses-29_T1w	3514.0	7541.0	4765.0	2219.0	10312.0	13358.0	11819.0	3326.0	14557.0	10044.0	8139.0	5591.0	16309.0	2145.0	4210.0	6260.0	2529.0	5558.0	2508.0	12191.0	2837.0	13841.0	11663.0	4183.0	13798.0	26632.0	10362.0	19289.0	9541.0	1239.0	6761.0	1310647.0	1680910.842606
sub-2_ses-30_T1w	3471.0	7279.0	4710.0	1865.0	10165.0	13375.0	12076.0	3302.0	14208.0	9894.0	8037.0	5603.0	16132.0	2039.0	4222.0	6109.0	2427.0	5530.0	2600.0	11903.0	2645.0	13244.0	11457.0	4145.0	13423.0	25701.0	10413.0	19379.0	9612.0	1183.0	6798.0	1291758.0	1709080.824849
sub-2_ses-31_T1w	3597.0	7526.0	4618.0	2170.0	10125.0	13455.0	12082.0	3328.0	14708.0	10089.0	8038.0	5700.0	16549.0	2181.0	4405.0	6466.0	2535.0	5453.0	2677.0	12007.0	2810.0	13748.0	11701.0	3824.0	14059.0	26220.0	10335.0	18928.0	9819.0	1200.0	6713.0	1310970.0	1636262.738909
sub-2_ses-32_T1w	3471.0	7394.0	4728.0	1764.0	10249.0	13556.0	11803.0	3360.0	14618.0	10080.0	8040.0	5301.0	16460.0	2233.0	4364.0	6335.0	2467.0	5559.0	2568.0	12385.0	2697.0	13663.0	11644.0	3973.0	13665.0	26433.0	10342.0	18821.0	9731.0	1165.0	6672.0	1304827.0	1630004.557942
sub-2_ses-33_T1w	3634.0	7264.0	4964.0	2111.0	10497.0	13590.0	12058.0	3430.0	14824.0	10140.0	8067.0	5695.0	16511.0	2258.0	4454.0	6312.0	2427.0	5866.0	2508.0	12260.0	2957.0	13891.0	11942.0	3873.0	13856.0	26810.0	10562.0	19132.0	9979.0	1223.0	6680.0	1314538.0	1653611.591144
sub-2_ses-34_T1w	3341.0	6905.0	4449.0	1724.0	10109.0	13223.0	11773.0	3494.0	14320.0	10104.0	7843.0	5371.0	16029.0	2159.0	4139.0	6016.0	2437.0	5711.0	2427.0	11609.0	2978.0	13690.0	11443.0	3951.0	13671.0	25416.0	10239.0	18928.0	9825.0	1194.0	6669.0	1292732.0	1670095.132907
sub-2_ses-35_T1w	3550.0	7341.0	4622.0	1929.0	10491.0	13765.0	11908.0	3224.0	15007.0	9956.0	8037.0	5611.0	16562.0	2140.0	4392.0	6440.0	2404.0	5729.0	2477.0	12301.0	2791.0	13830.0	11520.0	4081.0	13831.0	26371.0	10565.0	18962.0	9788.0	1292.0	6786.0	1302889.0	1636225.221821
sub-2_ses-36_T1w	3624.0	7659.0	4781.0	1861.0	10801.0	14171.0	12113.0	3167.0	14562.0	10272.0	7948.0	5864.0	16302.0	2006.0	4346.0	6173.0	2418.0	5872.0	2492.0	12154.0	2958.0	14419.0	11799.0	4165.0	14103.0	26865.0	11000.0	18726.0	9787.0	1238.0	6727.0	1327908.0	1647698.579216
sub-2_ses-37_T1w	3666.0	7357.0	4707.0	1908.0	10522.0	13897.0	11725.0	3277.0	14085.0	9873.0	8584.0	5861.0	15727.0	2185.0	4171.0	6112.0	2356.0	5720.0	2648.0	11790.0	2698.0	13856.0	11432.0	4281.0	13789.0	25973.0	10553.0	18431.0	9729.0	1171.0	6860.0	1313180.0	1647136.248558
sub-2_ses-38_T1w	3768.0	7647.0	4638.0	1964.0	10665.0	13412.0	11569.0	3254.0	13985.0	10294.0	7987.0	6001.0	15731.0	2158.0	4250.0	6037.0	2335.0	5598.0	2648.0	12279.0	2748.0	13964.0	11322.0	4077.0	13491.0	26088.0	10215.0	18421.0	9668.0	1277.0	6810.0	1308214.0	1639297.80962
sub-2_ses-39_T1w	3571.0	7527.0	4745.0	2081.0	10391.0	13729.0	11922.0	3166.0	14018.0	10335.0	8045.0	5973.0	16056.0	2113.0	4160.0	5969.0	2481.0	5515.0	2589.0	11925.0	2734.0	13953.0	11459.0	3894.0	13959.0	25669.0	10649.0	18360.0	9660.0	1218.0	6698.0	1314503.0	1634449.798608
sub-2_ses-40_T1w	3373.0	7186.0	4568.0	1684.0	10029.0	13301.0	11806.0	3173.0	14009.0	10092.0	7661.0	5647.0	15966.0	1948.0	4099.0	5975.0	2404.0	5613.0	2322.0	11661.0	2806.0	13676.0	11065.0	3872.0	14006.0	25730.0	10141.0	17922.0	9109.0	1156.0	6469.0	1317729.0	1640552.805757
