rh.aparc.a2009s.volume	rh_G_and_S_frontomargin_volume	rh_G_and_S_occipital_inf_volume	rh_G_and_S_paracentral_volume	rh_G_and_S_subcentral_volume	rh_G_and_S_transv_frontopol_volume	rh_G_and_S_cingul-Ant_volume	rh_G_and_S_cingul-Mid-Ant_volume	rh_G_and_S_cingul-Mid-Post_volume	rh_G_cingul-Post-dorsal_volume	rh_G_cingul-Post-ventral_volume	rh_G_cuneus_volume	rh_G_front_inf-Opercular_volume	rh_G_front_inf-Orbital_volume	rh_G_front_inf-Triangul_volume	rh_G_front_middle_volume	rh_G_front_sup_volume	rh_G_Ins_lg_and_S_cent_ins_volume	rh_G_insular_short_volume	rh_G_occipital_middle_volume	rh_G_occipital_sup_volume	rh_G_oc-temp_lat-fusifor_volume	rh_G_oc-temp_med-Lingual_volume	rh_G_oc-temp_med-Parahip_volume	rh_G_orbital_volume	rh_G_pariet_inf-Angular_volume	rh_G_pariet_inf-Supramar_volume	rh_G_parietal_sup_volume	rh_G_postcentral_volume	rh_G_precentral_volume	rh_G_precuneus_volume	rh_G_rectus_volume	rh_G_subcallosal_volume	rh_G_temp_sup-G_T_transv_volume	rh_G_temp_sup-Lateral_volume	rh_G_temp_sup-Plan_polar_volume	rh_G_temp_sup-Plan_tempo_volume	rh_G_temporal_inf_volume	rh_G_temporal_middle_volume	rh_Lat_Fis-ant-Horizont_volume	rh_Lat_Fis-ant-Vertical_volume	rh_Lat_Fis-post_volume	rh_Pole_occipital_volume	rh_Pole_temporal_volume	rh_S_calcarine_volume	rh_S_central_volume	rh_S_cingul-Marginalis_volume	rh_S_circular_insula_ant_volume	rh_S_circular_insula_inf_volume	rh_S_circular_insula_sup_volume	rh_S_collat_transv_ant_volume	rh_S_collat_transv_post_volume	rh_S_front_inf_volume	rh_S_front_middle_volume	rh_S_front_sup_volume	rh_S_interm_prim-Jensen_volume	rh_S_intrapariet_and_P_trans_volume	rh_S_oc_middle_and_Lunatus_volume	rh_S_oc_sup_and_transversal_volume	rh_S_occipital_ant_volume	rh_S_oc-temp_lat_volume	rh_S_oc-temp_med_and_Lingual_volume	rh_S_orbital_lateral_volume	rh_S_orbital_med-olfact_volume	rh_S_orbital-H_Shaped_volume	rh_S_parieto_occipital_volume	rh_S_pericallosal_volume	rh_S_postcentral_volume	rh_S_precentral-inf-part_volume	rh_S_precentral-sup-part_volume	rh_S_suborbital_volume	rh_S_subparietal_volume	rh_S_temporal_inf_volume	rh_S_temporal_sup_volume	rh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-2_ses-11_T1w	2636.0	2503.0	2814.0	3110.0	3380.0	6481.0	2771.0	2543.0	1276.0	694.0	3791.0	3588.0	1139.0	2399.0	9826.0	19476.0	1583.0	2216.0	5722.0	3235.0	6354.0	5566.0	3057.0	8003.0	8449.0	5924.0	6034.0	4102.0	6137.0	6824.0	2445.0	1281.0	786.0	5763.0	2012.0	1603.0	8199.0	8723.0	532.0	303.0	2041.0	5930.0	7312.0	3189.0	3100.0	2036.0	906.0	2042.0	2081.0	1652.0	543.0	2604.0	4371.0	5109.0	584.0	5088.0	917.0	2422.0	1054.0	2349.0	2945.0	715.0	1229.0	3128.0	3524.0	1097.0	2970.0	2719.0	2127.0	487.0	1889.0	1921.0	10590.0	423.0	1305764.0	1661932.733146
sub-2_ses-12_T1w	2295.0	2489.0	2777.0	3222.0	3655.0	6550.0	3041.0	2448.0	1318.0	777.0	4123.0	3577.0	1123.0	2585.0	10095.0	19255.0	1365.0	2351.0	5817.0	3119.0	6421.0	5120.0	3171.0	8086.0	8598.0	5892.0	5772.0	3684.0	5774.0	6555.0	2375.0	1078.0	794.0	5840.0	2075.0	1645.0	8414.0	8272.0	546.0	299.0	2120.0	6169.0	7402.0	2696.0	2878.0	2042.0	924.0	2049.0	2063.0	1778.0	587.0	2534.0	4360.0	4978.0	588.0	4968.0	905.0	2311.0	994.0	2275.0	2992.0	593.0	1292.0	3427.0	3322.0	1252.0	2905.0	2655.0	2030.0	472.0	1863.0	2420.0	10033.0	459.0	1304926.0	1693626.741318
sub-2_ses-13_T1w	2898.0	2458.0	2786.0	3248.0	3565.0	6359.0	2982.0	2671.0	1205.0	676.0	3881.0	3498.0	1194.0	2337.0	9413.0	20033.0	1416.0	2251.0	5707.0	3179.0	6454.0	5350.0	3148.0	7909.0	8925.0	5920.0	6172.0	4048.0	6102.0	6654.0	2278.0	953.0	915.0	5830.0	2081.0	1586.0	8684.0	8249.0	565.0	337.0	1920.0	5579.0	7872.0	3168.0	3141.0	1939.0	874.0	1922.0	2083.0	1848.0	541.0	2794.0	4464.0	4658.0	670.0	5005.0	924.0	2458.0	1126.0	2000.0	2953.0	721.0	1466.0	3196.0	3422.0	1214.0	2903.0	2661.0	2348.0	561.0	2146.0	2106.0	10508.0	440.0	1305001.0	1639480.031811
sub-2_ses-14_T1w	2336.0	2576.0	2726.0	3076.0	3429.0	6233.0	2888.0	2671.0	1314.0	735.0	3977.0	3997.0	1225.0	2417.0	9817.0	19894.0	1404.0	2188.0	6097.0	3360.0	6578.0	5472.0	3325.0	8088.0	8907.0	5946.0	5893.0	4169.0	6085.0	6990.0	2291.0	1109.0	877.0	6202.0	2119.0	1465.0	8573.0	8389.0	591.0	227.0	1996.0	5777.0	7481.0	2960.0	3069.0	1957.0	917.0	1950.0	2146.0	1750.0	636.0	2769.0	4158.0	4863.0	579.0	4838.0	917.0	2396.0	969.0	2049.0	2856.0	672.0	1410.0	3292.0	3366.0	1235.0	2774.0	2391.0	2138.0	454.0	1801.0	2023.0	9716.0	441.0	1304361.0	1625419.966756
sub-2_ses-15_T1w	2330.0	2403.0	2645.0	3100.0	3423.0	6627.0	2620.0	2278.0	1182.0	677.0	3877.0	3946.0	1183.0	2275.0	9945.0	19210.0	1367.0	2197.0	5554.0	3087.0	5872.0	5384.0	3260.0	8238.0	8891.0	5943.0	5789.0	3987.0	5812.0	6718.0	2209.0	956.0	899.0	5807.0	2056.0	1541.0	8493.0	8065.0	552.0	300.0	1884.0	5530.0	7731.0	3127.0	2978.0	1838.0	946.0	1914.0	2128.0	2357.0	683.0	2674.0	4130.0	4635.0	683.0	4917.0	816.0	2395.0	1042.0	2069.0	2862.0	665.0	1494.0	3269.0	3555.0	1041.0	2748.0	2518.0	2064.0	522.0	1962.0	2156.0	10469.0	437.0	1296933.0	1640429.623848
sub-2_ses-16_T1w	2568.0	2561.0	2792.0	3099.0	3097.0	6852.0	2901.0	2602.0	1397.0	705.0	3783.0	3635.0	1271.0	2384.0	10206.0	19150.0	1407.0	2388.0	5840.0	3197.0	6236.0	5202.0	3017.0	7908.0	8883.0	5933.0	6006.0	4020.0	6043.0	6576.0	2387.0	942.0	784.0	5912.0	2072.0	1563.0	8707.0	8355.0	486.0	302.0	2076.0	5630.0	7510.0	2988.0	3094.0	1821.0	927.0	2033.0	2035.0	1972.0	740.0	2793.0	4283.0	4915.0	684.0	5052.0	954.0	2412.0	967.0	2041.0	2934.0	552.0	1348.0	3226.0	3807.0	1224.0	2952.0	2706.0	2141.0	582.0	2039.0	2205.0	10250.0	441.0	1300914.0	1622170.608952
sub-2_ses-17_T1w	2637.0	2455.0	2623.0	3244.0	3638.0	6902.0	2945.0	2573.0	1280.0	690.0	3544.0	3489.0	1255.0	2469.0	9662.0	18909.0	1371.0	2361.0	5749.0	3162.0	6191.0	5415.0	3389.0	7949.0	8571.0	5756.0	5997.0	3876.0	5926.0	6696.0	2387.0	1193.0	844.0	5806.0	1890.0	1668.0	8140.0	8280.0	521.0	241.0	1973.0	5388.0	7922.0	3002.0	3095.0	1907.0	848.0	1934.0	2057.0	1769.0	638.0	2815.0	4538.0	4957.0	803.0	5014.0	845.0	2337.0	1032.0	2018.0	2874.0	525.0	1264.0	3277.0	3284.0	1144.0	2831.0	2649.0	2099.0	425.0	1898.0	2032.0	9730.0	475.0	1297984.0	1659628.37542
sub-2_ses-18_T1w	2438.0	2549.0	2752.0	3105.0	3110.0	6794.0	2975.0	2684.0	1257.0	690.0	3459.0	3616.0	1114.0	2602.0	9988.0	19519.0	1466.0	2239.0	5418.0	3207.0	6022.0	5387.0	3179.0	7966.0	9468.0	5927.0	6139.0	4010.0	6061.0	7137.0	2160.0	954.0	851.0	6018.0	1940.0	1554.0	8623.0	8585.0	567.0	219.0	1901.0	5541.0	6749.0	3079.0	3131.0	1933.0	913.0	2085.0	2027.0	2296.0	657.0	2798.0	4403.0	4906.0	569.0	4823.0	910.0	2472.0	889.0	1910.0	3062.0	608.0	1585.0	3244.0	3494.0	1348.0	2918.0	2677.0	2133.0	556.0	2027.0	2359.0	9485.0	420.0	1306144.0	1645580.299923
sub-2_ses-19_T1w	2456.0	2407.0	2738.0	3096.0	3463.0	6774.0	2646.0	2285.0	1274.0	701.0	4016.0	3522.0	1306.0	2431.0	10030.0	18728.0	1446.0	2534.0	5660.0	3215.0	6604.0	5325.0	3165.0	7760.0	9044.0	5778.0	5831.0	3974.0	5877.0	6680.0	2246.0	932.0	851.0	5851.0	1978.0	1559.0	8937.0	8140.0	483.0	306.0	1869.0	5618.0	7933.0	2963.0	2994.0	1895.0	867.0	1895.0	2160.0	1676.0	571.0	2702.0	4288.0	4581.0	709.0	4926.0	885.0	2328.0	1013.0	2079.0	2877.0	606.0	1433.0	3329.0	3541.0	872.0	2773.0	2592.0	2125.0	573.0	1907.0	1915.0	9450.0	441.0	1300103.0	1626632.099584
sub-2_ses-20_T1w	2626.0	2391.0	2824.0	3153.0	3276.0	6439.0	2918.0	2772.0	1350.0	726.0	3368.0	3847.0	1136.0	2358.0	10607.0	19425.0	1435.0	2202.0	5468.0	3357.0	6010.0	5173.0	3406.0	7812.0	10178.0	6084.0	6318.0	4181.0	6153.0	7021.0	2284.0	1100.0	831.0	6030.0	2184.0	1532.0	8621.0	8879.0	564.0	256.0	1936.0	5792.0	7294.0	3106.0	3095.0	1868.0	919.0	1967.0	2072.0	2234.0	679.0	2833.0	4285.0	4907.0	605.0	5055.0	1089.0	2397.0	989.0	2162.0	3304.0	573.0	1397.0	3219.0	3440.0	1012.0	2806.0	2722.0	2178.0	469.0	1955.0	1957.0	10059.0	494.0	1309587.0	1623514.177817
sub-2_ses-21_T1w	2365.0	2526.0	2575.0	3161.0	3306.0	6730.0	2650.0	2714.0	1328.0	689.0	3741.0	3653.0	1196.0	2398.0	9910.0	19028.0	1501.0	2358.0	5412.0	2955.0	5792.0	5145.0	3273.0	8197.0	9321.0	5849.0	5817.0	3986.0	6101.0	6739.0	2482.0	1214.0	840.0	5993.0	1961.0	1415.0	8822.0	8418.0	541.0	238.0	1928.0	5636.0	7874.0	2814.0	2934.0	1872.0	879.0	2032.0	2000.0	2487.0	632.0	2651.0	4683.0	5038.0	625.0	4900.0	965.0	2492.0	912.0	2199.0	2898.0	695.0	1462.0	3191.0	3451.0	1025.0	2790.0	2668.0	1964.0	454.0	1874.0	1979.0	9904.0	472.0	1308746.0	1649143.032261
sub-2_ses-22_T1w	2376.0	2587.0	2633.0	3113.0	3171.0	6686.0	3060.0	2517.0	1292.0	638.0	3612.0	3722.0	1106.0	2564.0	9912.0	19173.0	1484.0	2306.0	5803.0	3246.0	6001.0	5148.0	3304.0	8003.0	8950.0	5917.0	5930.0	4030.0	5787.0	6848.0	2220.0	1089.0	892.0	6076.0	2230.0	1531.0	8890.0	8602.0	530.0	257.0	2010.0	5781.0	7442.0	2966.0	2979.0	1881.0	941.0	1817.0	2069.0	2323.0	764.0	2343.0	4339.0	4667.0	650.0	5000.0	968.0	2571.0	945.0	2127.0	3062.0	691.0	1363.0	3265.0	3661.0	1294.0	2815.0	2454.0	2012.0	622.0	1886.0	1789.0	10259.0	433.0	1310753.0	1633420.416629
sub-2_ses-23_T1w	2705.0	2415.0	2713.0	2955.0	3355.0	6417.0	2687.0	2571.0	1348.0	712.0	3873.0	3637.0	1245.0	2297.0	10262.0	19589.0	1429.0	2213.0	5961.0	3241.0	6332.0	5590.0	3118.0	7788.0	8772.0	5863.0	5879.0	4020.0	6086.0	6608.0	2284.0	983.0	832.0	5987.0	1918.0	1469.0	8876.0	8078.0	538.0	333.0	2009.0	5519.0	7688.0	3172.0	3064.0	1981.0	917.0	1989.0	2043.0	1764.0	682.0	2584.0	4280.0	4900.0	694.0	4915.0	944.0	2288.0	907.0	2282.0	2864.0	635.0	1368.0	3185.0	3348.0	1018.0	2973.0	2754.0	2071.0	514.0	2051.0	2037.0	9747.0	470.0	1311205.0	1634763.232587
sub-2_ses-24_T1w	2640.0	2397.0	2675.0	3168.0	3548.0	6894.0	2892.0	2689.0	1377.0	746.0	3849.0	3933.0	1267.0	2432.0	9703.0	19523.0	1468.0	2316.0	6042.0	3307.0	6495.0	5414.0	3034.0	7813.0	8806.0	5971.0	5998.0	3961.0	6085.0	6759.0	2423.0	1027.0	852.0	6089.0	2222.0	1504.0	8738.0	8260.0	563.0	232.0	1925.0	5521.0	7733.0	3135.0	3165.0	1932.0	890.0	1910.0	2028.0	1992.0	709.0	2646.0	4655.0	4701.0	712.0	5417.0	881.0	2423.0	1040.0	2115.0	3054.0	537.0	1425.0	3364.0	3552.0	1136.0	2830.0	2309.0	2023.0	412.0	1969.0	2168.0	10245.0	425.0	1306841.0	1643422.174738
sub-2_ses-25_T1w	2552.0	2435.0	2624.0	2993.0	3252.0	6706.0	2675.0	2495.0	1251.0	628.0	3939.0	3756.0	1268.0	2501.0	10064.0	18962.0	1413.0	2150.0	5765.0	3047.0	6546.0	5008.0	3192.0	8343.0	8484.0	5720.0	5626.0	3963.0	5802.0	6547.0	2385.0	990.0	896.0	5868.0	1978.0	1507.0	8523.0	8155.0	506.0	290.0	2007.0	5751.0	7521.0	2979.0	3000.0	1890.0	877.0	1936.0	2215.0	1759.0	746.0	2347.0	4381.0	4720.0	720.0	4623.0	920.0	2467.0	934.0	2273.0	3144.0	609.0	1462.0	3047.0	3371.0	1060.0	2838.0	2446.0	2203.0	365.0	1861.0	2196.0	10622.0	427.0	1298328.0	1653651.081123
sub-2_ses-26_T1w	2488.0	2407.0	2797.0	3179.0	3121.0	6633.0	2948.0	2997.0	1264.0	662.0	3897.0	3876.0	1134.0	2451.0	10113.0	19616.0	1560.0	2293.0	6422.0	3410.0	6568.0	5734.0	3156.0	8197.0	8757.0	5987.0	6074.0	4171.0	6216.0	6282.0	2325.0	1253.0	845.0	5953.0	1972.0	1566.0	8958.0	8564.0	502.0	287.0	1948.0	5764.0	7799.0	3034.0	2982.0	1985.0	909.0	1872.0	1873.0	1796.0	647.0	2645.0	4165.0	5009.0	712.0	5161.0	891.0	2399.0	969.0	2100.0	2958.0	705.0	1399.0	3169.0	3632.0	1330.0	2788.0	2557.0	2134.0	596.0	2556.0	2098.0	9817.0	490.0	1307272.0	1635443.488623
sub-2_ses-27_T1w	3023.0	2583.0	2572.0	3195.0	3378.0	6402.0	2577.0	2240.0	1328.0	711.0	3526.0	3783.0	1166.0	2477.0	9026.0	18933.0	1513.0	2585.0	6018.0	3199.0	6311.0	5255.0	3208.0	7844.0	8686.0	5976.0	6022.0	4070.0	6002.0	6555.0	2329.0	1105.0	867.0	5702.0	1958.0	1529.0	8494.0	8041.0	499.0	202.0	1934.0	5454.0	7737.0	3087.0	3021.0	1946.0	887.0	1975.0	1944.0	1901.0	631.0	2403.0	4312.0	4614.0	714.0	5020.0	936.0	2438.0	915.0	2119.0	2917.0	645.0	1291.0	3101.0	3436.0	1028.0	2871.0	2400.0	2102.0	546.0	2013.0	2305.0	9924.0	462.0	1299537.0	1670780.348511
sub-2_ses-28_T1w	2405.0	2492.0	2770.0	3133.0	3339.0	6577.0	2776.0	2279.0	1278.0	687.0	3653.0	3457.0	1169.0	2511.0	10251.0	19902.0	1484.0	2199.0	5583.0	3263.0	6368.0	5368.0	3024.0	7918.0	8474.0	6050.0	5993.0	3901.0	5921.0	7102.0	2260.0	865.0	819.0	5727.0	2103.0	1632.0	8432.0	8591.0	573.0	340.0	2095.0	5859.0	7145.0	3157.0	3118.0	1923.0	906.0	2039.0	2158.0	1941.0	564.0	2628.0	4420.0	4762.0	583.0	4988.0	902.0	2293.0	1183.0	2125.0	3161.0	497.0	1295.0	3321.0	3252.0	961.0	2979.0	2754.0	2185.0	671.0	1896.0	2037.0	10959.0	451.0	1301893.0	1644100.725639
sub-2_ses-29_T1w	2402.0	2742.0	2871.0	3105.0	3013.0	6536.0	2666.0	2330.0	1336.0	727.0	3766.0	3710.0	1384.0	2334.0	9918.0	19973.0	1431.0	2300.0	5855.0	3400.0	6511.0	5315.0	3142.0	7921.0	8961.0	6035.0	6068.0	4136.0	6175.0	7044.0	2516.0	1084.0	891.0	5993.0	2144.0	1568.0	8447.0	8568.0	512.0	280.0	2030.0	5690.0	7597.0	3175.0	3016.0	1995.0	939.0	2011.0	2085.0	1734.0	688.0	2748.0	4689.0	4931.0	609.0	4996.0	866.0	2327.0	911.0	2046.0	3033.0	508.0	1433.0	3258.0	3675.0	1078.0	2887.0	2598.0	2003.0	527.0	1901.0	2111.0	10356.0	450.0	1310647.0	1680910.842606
