lh.aparc.DKTatlas.volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-2_ses-19_T1w.long.sub-2_base	3738.0	7216.0	4799.0	1954.0	10563.0	14056.0	12029.0	3261.0	14998.0	10513.0	8208.0	5657.0	16767.0	2277.0	4247.0	6270.0	2487.0	5867.0	2757.0	12276.0	3007.0	14010.0	11841.0	4099.0	13919.0	26782.0	10817.0	19104.0	9907.0	1275.0	6691.0	1300890.0	1658297.590527
sub-2_ses-20_T1w.long.sub-2_base	3934.0	7530.0	4947.0	2190.0	10744.0	14289.0	12307.0	3353.0	15487.0	10502.0	8341.0	5716.0	16906.0	2322.0	4491.0	6417.0	2526.0	6048.0	2802.0	12649.0	3093.0	14405.0	12203.0	4207.0	14664.0	27887.0	11141.0	19628.0	10164.0	1313.0	6837.0	1317406.0	1658297.590527
sub-2_ses-21_T1w.long.sub-2_base	3727.0	7238.0	4890.0	2161.0	10708.0	14014.0	12062.0	3309.0	14948.0	10206.0	8211.0	5659.0	16702.0	2298.0	4267.0	6324.0	2487.0	5985.0	2779.0	12234.0	2864.0	14062.0	11860.0	4176.0	14422.0	27323.0	10748.0	19259.0	9976.0	1294.0	6862.0	1313591.0	1658297.590527
sub-2_ses-22_T1w.long.sub-2_base	3841.0	7322.0	4856.0	2139.0	10550.0	14274.0	12073.0	3329.0	15300.0	10234.0	8318.0	5585.0	16808.0	2331.0	4248.0	6331.0	2539.0	5922.0	2731.0	12483.0	2994.0	14316.0	12033.0	4143.0	14051.0	27311.0	10994.0	19164.0	9981.0	1274.0	6832.0	1305368.0	1658297.590527
sub-2_ses-23_T1w.long.sub-2_base	3733.0	7395.0	4988.0	2211.0	10681.0	14296.0	12079.0	3291.0	15384.0	10346.0	8298.0	5667.0	16857.0	2266.0	4409.0	6411.0	2539.0	5991.0	2807.0	12539.0	2858.0	14408.0	12122.0	4027.0	14449.0	27660.0	11204.0	19352.0	10051.0	1299.0	6816.0	1310886.0	1658297.590527
sub-2_ses-24_T1w.long.sub-2_base	3814.0	7418.0	4872.0	2178.0	10625.0	14177.0	12035.0	3346.0	15184.0	10677.0	8417.0	5662.0	16862.0	2343.0	4277.0	6459.0	2556.0	6093.0	2793.0	12542.0	3072.0	14301.0	12152.0	4241.0	14376.0	27576.0	11031.0	19371.0	9993.0	1286.0	6948.0	1303778.0	1658297.590527
sub-2_ses-25_T1w.long.sub-2_base	3765.0	7288.0	4770.0	2060.0	10620.0	13942.0	12042.0	3357.0	14905.0	10236.0	8284.0	5583.0	16810.0	2314.0	4240.0	6359.0	2549.0	5915.0	2756.0	12139.0	2677.0	13866.0	11888.0	4187.0	14110.0	27031.0	10681.0	18940.0	9960.0	1290.0	6914.0	1302173.0	1658297.590527
sub-2_ses-26_T1w.long.sub-2_base	3838.0	7481.0	4905.0	2086.0	10861.0	14473.0	12103.0	3381.0	15498.0	10498.0	8301.0	5633.0	16973.0	2259.0	4417.0	6506.0	2537.0	6091.0	2743.0	12641.0	2807.0	14532.0	12262.0	4199.0	14364.0	27528.0	11158.0	19448.0	10097.0	1276.0	6776.0	1314109.0	1658297.590527
sub-2_ses-27_T1w.long.sub-2_base	3858.0	7291.0	4891.0	2150.0	10593.0	14229.0	12059.0	3366.0	15160.0	10330.0	8354.0	5763.0	16720.0	2308.0	4356.0	6444.0	2578.0	6015.0	2822.0	12567.0	3046.0	14388.0	12276.0	4238.0	14283.0	27595.0	11117.0	19333.0	9900.0	1303.0	6921.0	1303584.0	1658297.590527
sub-2_ses-28_T1w.long.sub-2_base	3798.0	7370.0	4897.0	2133.0	10616.0	14125.0	12070.0	3322.0	15285.0	10565.0	8338.0	5633.0	16835.0	2304.0	4339.0	6377.0	2523.0	6005.0	2743.0	12513.0	3084.0	14084.0	11999.0	4154.0	14179.0	27232.0	11015.0	19271.0	9897.0	1276.0	6824.0	1302591.0	1658297.590527
sub-2_ses-29_T1w.long.sub-2_base	3875.0	7407.0	4897.0	2134.0	10640.0	14352.0	12150.0	3316.0	15272.0	10384.0	8344.0	5667.0	16880.0	2318.0	4313.0	6412.0	2513.0	6002.0	2716.0	12789.0	3037.0	14213.0	12252.0	4163.0	14465.0	27491.0	11115.0	19316.0	9954.0	1245.0	6848.0	1314804.0	1658297.590527
sub-2_ses-30_T1w.long.sub-2_base	3758.0	7290.0	4824.0	2034.0	10554.0	13972.0	12011.0	3258.0	14902.0	10216.0	8240.0	5675.0	16859.0	2274.0	4257.0	6282.0	2552.0	5940.0	2710.0	12259.0	2951.0	13824.0	11793.0	4157.0	14108.0	27151.0	10754.0	19330.0	9929.0	1276.0	6859.0	1300797.0	1658297.590527
sub-2_ses-31_T1w.long.sub-2_base	3953.0	7517.0	4925.0	2220.0	10722.0	14353.0	12270.0	3337.0	15499.0	10402.0	8235.0	5675.0	17171.0	2341.0	4395.0	6571.0	2563.0	6124.0	2801.0	12683.0	3051.0	14532.0	12221.0	4239.0	14405.0	27725.0	11157.0	19584.0	10116.0	1307.0	6809.0	1313545.0	1658297.590527
sub-2_ses-32_T1w.long.sub-2_base	3797.0	7394.0	4946.0	2083.0	10525.0	14142.0	12090.0	3303.0	15199.0	10174.0	8307.0	5611.0	16803.0	2299.0	4364.0	6351.0	2562.0	5937.0	2780.0	12544.0	2839.0	14103.0	11934.0	4172.0	14104.0	27209.0	10956.0	19240.0	10005.0	1262.0	6793.0	1300784.0	1658297.590527
sub-2_ses-33_T1w.long.sub-2_base	3790.0	7393.0	4932.0	2103.0	10622.0	14323.0	12222.0	3311.0	15368.0	10491.0	8320.0	5740.0	16940.0	2285.0	4445.0	6436.0	2535.0	6051.0	2804.0	12607.0	3054.0	14274.0	12095.0	4278.0	14519.0	27575.0	11092.0	19274.0	10016.0	1270.0	6827.0	1317159.0	1658297.590527
sub-2_ses-34_T1w.long.sub-2_base	3797.0	7194.0	4871.0	2070.0	10561.0	14107.0	12106.0	3330.0	15169.0	10314.0	8241.0	5597.0	16931.0	2251.0	4329.0	6323.0	2489.0	5893.0	2783.0	12407.0	3021.0	14114.0	11941.0	4189.0	14030.0	26897.0	10929.0	19268.0	9941.0	1285.0	6762.0	1299097.0	1658297.590527
sub-2_ses-35_T1w.long.sub-2_base	3875.0	7423.0	4988.0	2138.0	10692.0	14524.0	11892.0	3326.0	15532.0	10500.0	8352.0	5686.0	16938.0	2307.0	4415.0	6468.0	2431.0	5988.0	2763.0	12629.0	3098.0	14366.0	12034.0	4297.0	14399.0	27609.0	11291.0	19210.0	10074.0	1299.0	6886.0	1303836.0	1658297.590527
sub-2_ses-36_T1w.long.sub-2_base	3835.0	7750.0	4923.0	2072.0	10822.0	14512.0	12151.0	3368.0	15298.0	10649.0	8054.0	6153.0	16787.0	2197.0	4463.0	6293.0	2406.0	5938.0	2714.0	12755.0	3008.0	14744.0	11972.0	4249.0	14259.0	27731.0	11244.0	19226.0	10043.0	1298.0	6808.0	1323633.0	1658297.590527
sub-2_ses-37_T1w.long.sub-2_base	3782.0	7717.0	5003.0	2027.0	10839.0	14486.0	12222.0	3298.0	15429.0	10178.0	8149.0	6009.0	16808.0	2247.0	4363.0	6332.0	2459.0	5881.0	2758.0	12685.0	2775.0	14672.0	11856.0	4226.0	14002.0	27485.0	11248.0	18993.0	10044.0	1324.0	6890.0	1321000.0	1658297.590527
sub-2_ses-38_T1w.long.sub-2_base	3872.0	7645.0	4925.0	2105.0	10952.0	14469.0	12163.0	3279.0	15352.0	10518.0	8116.0	6161.0	16745.0	2271.0	4281.0	6368.0	2446.0	6035.0	2658.0	12618.0	3134.0	14712.0	11867.0	4238.0	14379.0	27780.0	11072.0	18974.0	10077.0	1298.0	6891.0	1326947.0	1658297.590527
sub-2_ses-39_T1w.long.sub-2_base	3867.0	7737.0	4933.0	2073.0	10746.0	14363.0	12141.0	3266.0	15232.0	10551.0	8012.0	6124.0	16692.0	2289.0	4278.0	6247.0	2464.0	5873.0	2794.0	12313.0	2983.0	14410.0	11769.0	4250.0	14211.0	27276.0	11197.0	18950.0	9946.0	1302.0	6880.0	1320308.0	1658297.590527
sub-2_ses-40_T1w.long.sub-2_base	3709.0	7542.0	4766.0	1993.0	10429.0	13908.0	11908.0	3223.0	14800.0	10477.0	7924.0	6122.0	16216.0	2200.0	4178.0	6241.0	2456.0	5884.0	2521.0	12162.0	2738.0	14054.0	11672.0	4255.0	14155.0	26904.0	10851.0	18381.0	9774.0	1275.0	6813.0	1308764.0	1658297.590527
