lh.aparc.a2009s.area	lh_G_and_S_frontomargin_area	lh_G_and_S_occipital_inf_area	lh_G_and_S_paracentral_area	lh_G_and_S_subcentral_area	lh_G_and_S_transv_frontopol_area	lh_G_and_S_cingul-Ant_area	lh_G_and_S_cingul-Mid-Ant_area	lh_G_and_S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg_and_S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet_and_P_trans_area	lh_S_oc_middle_and_Lunatus_area	lh_S_oc_sup_and_transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med_and_Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-11_T1w.long.sub-2_base	1000.0	1340.0	1147.0	1055.0	556.0	1903.0	1311.0	874.0	488.0	258.0	1539.0	1027.0	331.0	1083.0	3082.0	5230.0	489.0	553.0	1923.0	1118.0	1464.0	2419.0	743.0	2046.0	2060.0	1801.0	2026.0	1656.0	1670.0	2147.0	829.0	552.0	323.0	1414.0	509.0	646.0	1602.0	1929.0	187.0	246.0	779.0	1455.0	1230.0	2126.0	1946.0	727.0	358.0	1103.0	1217.0	776.0	417.0	2315.0	1093.0	1650.0	230.0	1946.0	998.0	1239.0	350.0	722.0	1454.0	351.0	581.0	1225.0	1409.0	777.0	1846.0	1403.0	673.0	505.0	907.0	1290.0	4087.0	276.0	92038.3	1312811.0	1658297.590527
sub-2_ses-12_T1w.long.sub-2_base	978.0	1297.0	1202.0	1059.0	546.0	1877.0	1249.0	793.0	463.0	251.0	1594.0	999.0	312.0	1032.0	3048.0	5149.0	462.0	552.0	1899.0	1113.0	1458.0	2313.0	725.0	1988.0	1963.0	1723.0	1959.0	1562.0	1570.0	2072.0	826.0	543.0	321.0	1394.0	506.0	646.0	1555.0	1906.0	210.0	247.0	805.0	1493.0	1279.0	2098.0	1984.0	710.0	365.0	1102.0	1234.0	776.0	413.0	2312.0	1084.0	1629.0	245.0	1941.0	984.0	1225.0	352.0	701.0	1463.0	355.0	561.0	1241.0	1390.0	639.0	1854.0	1419.0	649.0	504.0	903.0	1282.0	4092.0	272.0	90716.1	1311567.0	1658297.590527
sub-2_ses-13_T1w.long.sub-2_base	988.0	1334.0	1129.0	1056.0	557.0	1898.0	1318.0	859.0	485.0	251.0	1543.0	1018.0	325.0	1040.0	3082.0	5249.0	503.0	571.0	1930.0	1107.0	1477.0	2391.0	745.0	2028.0	2014.0	1787.0	1998.0	1607.0	1646.0	2114.0	856.0	617.0	332.0	1432.0	505.0	659.0	1583.0	1952.0	210.0	242.0	792.0	1451.0	1272.0	2115.0	1958.0	721.0	358.0	1112.0	1211.0	794.0	414.0	2329.0	1094.0	1632.0	237.0	1936.0	984.0	1237.0	357.0	717.0	1466.0	345.0	583.0	1228.0	1410.0	792.0	1846.0	1417.0	650.0	505.0	915.0	1292.0	4099.0	266.0	91973.0	1312075.0	1658297.590527
sub-2_ses-14_T1w.long.sub-2_base	986.0	1339.0	1152.0	1056.0	539.0	1905.0	1283.0	869.0	472.0	243.0	1561.0	988.0	321.0	1035.0	3081.0	5257.0	456.0	545.0	1917.0	1111.0	1484.0	2340.0	762.0	2000.0	2018.0	1786.0	1982.0	1570.0	1665.0	2101.0	845.0	552.0	319.0	1413.0	507.0	646.0	1591.0	1960.0	212.0	252.0	778.0	1466.0	1185.0	2120.0	1964.0	729.0	364.0	1097.0	1204.0	793.0	426.0	2312.0	1074.0	1642.0	239.0	1945.0	984.0	1236.0	356.0	714.0	1475.0	347.0	594.0	1249.0	1405.0	756.0	1852.0	1407.0	658.0	509.0	911.0	1289.0	4089.0	267.0	91555.9	1302504.0	1658297.590527
sub-2_ses-15_T1w.long.sub-2_base	986.0	1336.0	1140.0	1051.0	544.0	1894.0	1265.0	819.0	473.0	265.0	1594.0	985.0	313.0	1029.0	3053.0	5218.0	457.0	551.0	1888.0	1091.0	1466.0	2402.0	747.0	1966.0	1963.0	1721.0	1933.0	1524.0	1613.0	2129.0	820.0	564.0	336.0	1395.0	506.0	644.0	1639.0	1972.0	206.0	249.0	800.0	1472.0	1299.0	2093.0	1967.0	709.0	364.0	1080.0	1209.0	770.0	424.0	2284.0	1071.0	1638.0	254.0	1947.0	984.0	1230.0	357.0	709.0	1450.0	351.0	579.0	1245.0	1399.0	666.0	1867.0	1413.0	646.0	501.0	905.0	1283.0	4104.0	273.0	91092.3	1309106.0	1658297.590527
sub-2_ses-16_T1w.long.sub-2_base	982.0	1338.0	1119.0	1054.0	542.0	1893.0	1333.0	859.0	477.0	250.0	1534.0	999.0	328.0	1095.0	3118.0	5232.0	461.0	559.0	1912.0	1099.0	1448.0	2316.0	744.0	2018.0	2008.0	1782.0	1996.0	1615.0	1673.0	2110.0	829.0	558.0	307.0	1411.0	498.0	654.0	1590.0	1925.0	194.0	258.0	779.0	1471.0	1206.0	2116.0	1986.0	728.0	359.0	1094.0	1209.0	781.0	418.0	2324.0	1086.0	1642.0	243.0	1952.0	991.0	1235.0	357.0	719.0	1455.0	356.0	587.0	1243.0	1410.0	738.0	1853.0	1402.0	658.0	512.0	912.0	1309.0	4100.0	268.0	91617.7	1302681.0	1658297.590527
sub-2_ses-17_T1w.long.sub-2_base	987.0	1308.0	1141.0	1029.0	530.0	1857.0	1267.0	796.0	473.0	248.0	1534.0	998.0	326.0	1013.0	3049.0	5179.0	486.0	548.0	1876.0	1107.0	1442.0	2295.0	731.0	2007.0	1998.0	1729.0	1965.0	1523.0	1608.0	2098.0	839.0	533.0	323.0	1410.0	510.0	648.0	1585.0	1942.0	191.0	244.0	796.0	1445.0	1255.0	2103.0	1974.0	714.0	368.0	1107.0	1221.0	766.0	417.0	2323.0	1082.0	1625.0	246.0	1938.0	986.0	1227.0	353.0	712.0	1474.0	353.0	587.0	1247.0	1400.0	677.0	1858.0	1417.0	655.0	503.0	910.0	1258.0	4077.0	266.0	90713.6	1308567.0	1658297.590527
sub-2_ses-18_T1w.long.sub-2_base	1004.0	1334.0	1120.0	1064.0	572.0	1907.0	1301.0	867.0	479.0	257.0	1534.0	992.0	341.0	1102.0	3144.0	5326.0	466.0	564.0	1903.0	1113.0	1489.0	2349.0	809.0	2018.0	1977.0	1778.0	1998.0	1608.0	1705.0	2115.0	862.0	608.0	316.0	1412.0	512.0	654.0	1578.0	1922.0	192.0	255.0	775.0	1454.0	1260.0	2115.0	1989.0	718.0	356.0	1124.0	1204.0	783.0	417.0	2317.0	1065.0	1670.0	241.0	1957.0	1003.0	1244.0	358.0	730.0	1455.0	345.0	582.0	1230.0	1411.0	847.0	1855.0	1392.0	652.0	508.0	902.0	1298.0	4092.0	273.0	92168.0	1311290.0	1658297.590527
sub-2_ses-19_T1w.long.sub-2_base	979.0	1317.0	1143.0	1038.0	552.0	1913.0	1311.0	849.0	480.0	256.0	1549.0	1001.0	318.0	1083.0	3078.0	5229.0	491.0	582.0	1902.0	1095.0	1482.0	2305.0	725.0	2079.0	1997.0	1788.0	1976.0	1560.0	1585.0	2141.0	867.0	611.0	305.0	1412.0	513.0	653.0	1597.0	1943.0	194.0	250.0	792.0	1427.0	1286.0	2127.0	1986.0	709.0	360.0	1114.0	1214.0	785.0	408.0	2334.0	1089.0	1657.0	241.0	1959.0	986.0	1232.0	353.0	714.0	1467.0	352.0	571.0	1239.0	1406.0	765.0	1859.0	1402.0	646.0	504.0	904.0	1274.0	4062.0	274.0	91643.8	1300890.0	1658297.590527
sub-2_ses-20_T1w.long.sub-2_base	997.0	1338.0	1155.0	1063.0	550.0	1940.0	1341.0	870.0	485.0	263.0	1560.0	1031.0	331.0	1073.0	3163.0	5312.0	459.0	568.0	1908.0	1101.0	1495.0	2405.0	753.0	2028.0	1970.0	1785.0	1994.0	1625.0	1710.0	2122.0	850.0	546.0	323.0	1420.0	498.0	654.0	1597.0	1943.0	206.0	249.0	783.0	1515.0	1259.0	2125.0	1977.0	733.0	361.0	1104.0	1189.0	765.0	425.0	2321.0	1082.0	1668.0	238.0	1944.0	1004.0	1241.0	354.0	728.0	1478.0	345.0	574.0	1257.0	1419.0	781.0	1870.0	1397.0	652.0	513.0	934.0	1276.0	4096.0	275.0	92359.5	1317406.0	1658297.590527
sub-2_ses-21_T1w.long.sub-2_base	979.0	1327.0	1150.0	1045.0	545.0	1882.0	1281.0	826.0	494.0	243.0	1513.0	1007.0	321.0	1034.0	3086.0	5264.0	462.0	553.0	1873.0	1098.0	1463.0	2365.0	730.0	1990.0	1978.0	1750.0	1956.0	1561.0	1636.0	2102.0	799.0	570.0	322.0	1383.0	504.0	649.0	1558.0	1900.0	212.0	252.0	786.0	1532.0	1172.0	2092.0	1962.0	719.0	362.0	1096.0	1189.0	774.0	419.0	2297.0	1078.0	1622.0	252.0	1931.0	990.0	1223.0	356.0	706.0	1452.0	347.0	579.0	1211.0	1391.0	718.0	1847.0	1399.0	652.0	507.0	897.0	1275.0	4095.0	270.0	90863.2	1313591.0	1658297.590527
sub-2_ses-22_T1w.long.sub-2_base	980.0	1344.0	1174.0	1040.0	539.0	1886.0	1294.0	871.0	488.0	257.0	1621.0	996.0	327.0	1066.0	3128.0	5245.0	454.0	552.0	1967.0	1161.0	1455.0	2387.0	752.0	2094.0	2090.0	1808.0	2081.0	1672.0	1667.0	2127.0	886.0	578.0	317.0	1448.0	510.0	655.0	1614.0	1943.0	190.0	253.0	789.0	1494.0	1219.0	2117.0	2007.0	724.0	353.0	1095.0	1210.0	801.0	423.0	2332.0	1071.0	1667.0	233.0	1936.0	997.0	1239.0	355.0	711.0	1450.0	355.0	572.0	1232.0	1407.0	794.0	1861.0	1404.0	654.0	489.0	907.0	1292.0	4080.0	270.0	92452.9	1305368.0	1658297.590527
sub-2_ses-23_T1w.long.sub-2_base	1004.0	1337.0	1149.0	1064.0	557.0	1896.0	1292.0	841.0	492.0	256.0	1519.0	1025.0	325.0	1087.0	3123.0	5291.0	496.0	563.0	1929.0	1098.0	1469.0	2378.0	801.0	2023.0	2009.0	1827.0	2031.0	1651.0	1709.0	2140.0	880.0	609.0	324.0	1405.0	486.0	661.0	1624.0	1964.0	187.0	247.0	774.0	1472.0	1179.0	2118.0	1977.0	735.0	364.0	1093.0	1211.0	765.0	422.0	2325.0	1086.0	1677.0	228.0	1949.0	992.0	1231.0	354.0	723.0	1468.0	345.0	584.0	1262.0	1406.0	637.0	1854.0	1401.0	657.0	505.0	925.0	1289.0	4088.0	270.0	92133.1	1310886.0	1658297.590527
sub-2_ses-24_T1w.long.sub-2_base	987.0	1322.0	1145.0	1062.0	540.0	1858.0	1271.0	848.0	476.0	251.0	1512.0	1004.0	321.0	1028.0	3060.0	5176.0	518.0	570.0	1872.0	1103.0	1448.0	2344.0	711.0	1958.0	1983.0	1779.0	1986.0	1550.0	1634.0	2094.0	827.0	622.0	312.0	1445.0	499.0	658.0	1574.0	1931.0	185.0	250.0	790.0	1471.0	1273.0	2107.0	1965.0	720.0	358.0	1113.0	1214.0	767.0	418.0	2290.0	1092.0	1648.0	234.0	1945.0	1003.0	1238.0	353.0	724.0	1470.0	349.0	581.0	1231.0	1412.0	780.0	1865.0	1421.0	658.0	501.0	917.0	1290.0	4081.0	270.0	91263.1	1303778.0	1658297.590527
sub-2_ses-25_T1w.long.sub-2_base	984.0	1311.0	1144.0	1041.0	559.0	1867.0	1249.0	801.0	479.0	249.0	1504.0	985.0	328.0	1015.0	3089.0	5192.0	462.0	560.0	1858.0	1098.0	1436.0	2290.0	717.0	1935.0	1929.0	1723.0	1949.0	1550.0	1605.0	2100.0	817.0	528.0	311.0	1383.0	513.0	642.0	1543.0	1911.0	184.0	240.0	801.0	1450.0	1254.0	2089.0	1990.0	709.0	361.0	1106.0	1222.0	766.0	419.0	2321.0	1083.0	1620.0	251.0	1935.0	981.0	1226.0	357.0	715.0	1468.0	349.0	566.0	1222.0	1403.0	661.0	1842.0	1414.0	645.0	506.0	890.0	1273.0	4084.0	268.0	90325.7	1302173.0	1658297.590527
sub-2_ses-26_T1w.long.sub-2_base	996.0	1343.0	1155.0	1078.0	561.0	1884.0	1282.0	831.0	480.0	255.0	1575.0	1005.0	324.0	1078.0	3123.0	5293.0	491.0	565.0	1921.0	1101.0	1477.0	2390.0	760.0	2020.0	2009.0	1773.0	2003.0	1622.0	1698.0	2133.0	869.0	552.0	331.0	1404.0	491.0	652.0	1600.0	1940.0	186.0	245.0	789.0	1459.0	1259.0	2105.0	1987.0	725.0	361.0	1103.0	1218.0	782.0	421.0	2340.0	1093.0	1659.0	230.0	1950.0	993.0	1233.0	350.0	715.0	1471.0	352.0	574.0	1245.0	1396.0	699.0	1845.0	1419.0	657.0	513.0	915.0	1291.0	4082.0	275.0	92002.3	1314109.0	1658297.590527
sub-2_ses-27_T1w.long.sub-2_base	980.0	1323.0	1158.0	1044.0	536.0	1873.0	1292.0	851.0	477.0	237.0	1576.0	1006.0	313.0	1029.0	3021.0	5196.0	434.0	545.0	1895.0	1109.0	1432.0	2337.0	729.0	1963.0	2011.0	1788.0	2014.0	1568.0	1623.0	2112.0	822.0	516.0	319.0	1422.0	499.0	650.0	1515.0	1916.0	186.0	240.0	790.0	1430.0	1240.0	2122.0	1968.0	727.0	379.0	1119.0	1228.0	761.0	417.0	2302.0	1099.0	1627.0	226.0	1941.0	997.0	1249.0	350.0	711.0	1454.0	352.0	574.0	1221.0	1410.0	768.0	1817.0	1421.0	661.0	505.0	922.0	1289.0	4044.0	277.0	90952.6	1303584.0	1658297.590527
sub-2_ses-28_T1w.long.sub-2_base	1008.0	1324.0	1144.0	1044.0	558.0	1894.0	1291.0	853.0	470.0	259.0	1557.0	1009.0	334.0	1055.0	3114.0	5274.0	505.0	571.0	1912.0	1105.0	1474.0	2366.0	751.0	2022.0	1990.0	1774.0	2012.0	1570.0	1667.0	2119.0	823.0	598.0	318.0	1407.0	529.0	647.0	1599.0	1926.0	187.0	242.0	783.0	1442.0	1260.0	2102.0	1989.0	719.0	366.0	1108.0	1206.0	776.0	419.0	2333.0	1101.0	1648.0	230.0	1943.0	1011.0	1238.0	355.0	723.0	1458.0	350.0	582.0	1242.0	1401.0	747.0	1854.0	1424.0	658.0	506.0	920.0	1296.0	4065.0	269.0	91827.7	1302591.0	1658297.590527
sub-2_ses-29_T1w.long.sub-2_base	976.0	1322.0	1175.0	1057.0	559.0	1877.0	1328.0	861.0	490.0	247.0	1545.0	1020.0	334.0	1063.0	3071.0	5272.0	444.0	576.0	1885.0	1095.0	1477.0	2366.0	752.0	2009.0	1996.0	1832.0	2022.0	1592.0	1685.0	2130.0	819.0	567.0	333.0	1409.0	508.0	661.0	1578.0	1950.0	212.0	249.0	785.0	1408.0	1281.0	2129.0	1973.0	718.0	365.0	1096.0	1191.0	768.0	413.0	2324.0	1075.0	1642.0	229.0	1934.0	987.0	1241.0	354.0	720.0	1456.0	344.0	583.0	1228.0	1409.0	799.0	1841.0	1404.0	639.0	513.0	910.0	1285.0	4057.0	272.0	91712.9	1314804.0	1658297.590527
sub-2_ses-30_T1w.long.sub-2_base	981.0	1318.0	1134.0	1029.0	543.0	1906.0	1265.0	853.0	471.0	248.0	1541.0	956.0	313.0	1003.0	3032.0	5173.0	461.0	564.0	1855.0	1099.0	1439.0	2310.0	714.0	1990.0	1978.0	1735.0	1974.0	1498.0	1565.0	2113.0	831.0	538.0	318.0	1416.0	496.0	645.0	1564.0	1939.0	183.0	253.0	808.0	1443.0	1265.0	2111.0	2008.0	712.0	362.0	1115.0	1232.0	777.0	418.0	2292.0	1083.0	1659.0	249.0	1945.0	990.0	1228.0	355.0	696.0	1466.0	352.0	580.0	1228.0	1402.0	749.0	1876.0	1411.0	657.0	495.0	906.0	1262.0	4080.0	277.0	90737.1	1300797.0	1658297.590527
