Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	EstimatedTotalIntraCranialVol
sub-2_ses-11_T1w.long.sub-2_base	6009.7	542.3	17933.5	69842.0	10770.6	4546.2	6091.6	2100.1	969.9	2688.4	27097.1	4752.8	1663.4	1234.9	613.7	4650.1	38.6	813.7	6836.1	349.1	17033.4	69373.7	10485.1	4586.1	6216.4	2128.1	4647.4	1958.0	880.2	4804.6	40.9	731.1	5.0	267.6	0.0	0.0	7.0	0.0	0.0	195.5	1237.4	685.4	727.6	555.3	892.7	1332659.0	1312811.0	277156.562164	274350.761011	551507.323175	260122.0	256847.0	516969.0	73256.0	764420.323175	1159157.0	1139309.0	1903991.0	0.803631	1.14816	1658297.590527
sub-2_ses-12_T1w.long.sub-2_base	5856.1	476.2	18520.5	70523.6	10885.0	4503.2	5932.7	2161.9	951.4	2604.7	27104.1	4832.5	1728.6	1159.7	557.4	4651.7	25.7	952.1	6751.9	313.3	17360.7	70877.3	10548.8	4610.6	6178.7	2126.3	4741.5	1969.6	863.4	4698.5	17.0	685.5	14.5	339.5	0.0	0.0	10.7	0.0	0.0	189.7	1207.2	839.7	1020.1	642.9	903.0	1330722.0	1311567.0	275848.089395	271895.226612	547743.316007	258829.0	256186.0	515015.0	73475.0	763505.316007	1153668.0	1134513.0	1904084.0	0.802463	1.148216	1658297.590527
sub-2_ses-13_T1w.long.sub-2_base	6103.2	523.3	17974.1	69545.5	10887.4	4520.4	6047.1	2089.6	960.1	2730.7	26929.7	4732.8	1600.1	1242.8	610.0	4607.0	52.3	873.5	6817.0	347.2	17188.0	68852.2	10454.2	4551.2	6146.6	2095.0	4703.7	1927.3	902.8	4691.5	42.8	758.0	2.6	246.1	0.0	0.0	5.4	0.0	0.0	183.0	1215.9	681.8	738.1	555.5	898.5	1332031.0	1312075.0	277761.599605	274083.786203	551845.385808	258752.0	257409.0	516161.0	72949.0	763950.385808	1158920.0	1138964.0	1904163.0	0.803252	1.148264	1658297.590527
sub-2_ses-14_T1w.long.sub-2_base	6331.0	527.2	18429.9	68802.6	10723.9	4444.4	6029.9	2083.4	970.5	2661.8	27008.7	4709.3	1652.1	1257.1	658.0	4630.8	35.0	900.3	7003.8	321.0	17415.8	68742.4	10425.7	4460.2	6101.7	2096.7	4706.6	1887.9	918.9	4778.8	32.4	744.8	4.8	266.3	0.0	0.0	4.4	0.0	0.0	202.2	992.7	530.1	727.9	569.3	881.6	1322946.0	1302504.0	276036.875039	270206.657218	546243.532257	257305.5	254942.5	512248.0	72553.0	757131.532257	1149886.0	1129444.0	1904010.0	0.797774	1.148171	1658297.590527
sub-2_ses-15_T1w.long.sub-2_base	6136.4	497.6	18440.9	69719.4	10862.1	4437.8	5946.0	2155.8	953.0	2624.5	26888.2	4749.9	1664.3	1199.9	572.0	4645.9	30.7	949.8	6868.0	286.5	17517.9	69587.5	10519.6	4559.1	6093.2	2145.3	4744.8	1956.8	850.8	4798.5	21.8	770.3	0.0	284.3	0.0	0.0	6.2	0.0	0.0	193.0	1224.0	763.7	953.8	553.4	901.9	1328855.0	1309106.0	274991.232413	270611.084921	545602.317334	259879.5	257813.5	517693.0	73112.0	758920.317334	1153925.0	1134176.0	1903862.0	0.801337	1.148082	1658297.590527
sub-2_ses-16_T1w.long.sub-2_base	6391.5	594.8	17737.6	68842.8	10760.6	4428.3	5969.3	2119.8	1014.6	2775.7	26857.6	4637.1	1609.2	1250.3	665.8	4577.4	57.8	813.2	7097.9	347.1	16900.0	68311.2	10436.9	4556.6	6224.7	2068.2	4594.1	1946.3	910.7	4731.2	64.9	778.1	2.5	271.2	0.0	0.0	7.1	0.0	0.0	183.7	1218.5	645.1	629.3	568.6	900.6	1323751.0	1302681.0	272760.028837	274681.174098	547441.202935	256181.5	257482.5	513664.0	72414.0	757601.202935	1152633.0	1131563.0	1891811.0	0.798259	1.140815	1658297.590527
sub-2_ses-17_T1w.long.sub-2_base	6086.8	481.4	18302.4	70551.9	10931.3	4543.0	5931.4	2186.1	922.5	2579.8	27067.8	4839.8	1559.4	1184.9	532.3	4642.5	24.3	887.0	6796.4	290.5	17212.6	69847.8	10579.6	4611.1	6063.5	2098.0	4762.3	1957.9	872.3	4770.0	22.1	710.7	0.0	275.3	0.0	0.0	11.5	0.0	0.0	213.5	1243.3	815.9	976.5	565.7	909.6	1327899.0	1308567.0	275722.230729	272775.893454	548498.124182	257336.0	255181.0	512517.0	73087.0	762800.124182	1152329.0	1132997.0	1903635.0	0.80076	1.147945	1658297.590527
sub-2_ses-18_T1w.long.sub-2_base	6119.7	583.9	17634.9	69337.6	10850.4	4500.3	5963.2	2146.3	964.6	2764.9	27203.0	4756.2	1622.6	1239.4	620.6	4526.4	46.7	857.7	6929.3	338.5	17106.7	68738.9	10535.3	4590.5	6185.7	2057.6	4685.2	1985.9	933.3	4725.8	39.0	708.9	4.2	295.6	0.0	0.0	3.8	0.0	0.0	194.8	1206.0	693.9	500.9	427.4	707.6	1331612.0	1311290.0	276549.208629	274162.770133	550711.978762	258775.0	258766.0	517541.0	72858.0	762218.978762	1159333.0	1139011.0	1892287.0	0.802999	1.141102	1658297.590527
sub-2_ses-19_T1w.long.sub-2_base	6423.8	526.0	18091.4	68950.8	10855.4	4458.7	5887.3	2167.2	992.1	2724.3	26813.8	4762.8	1653.7	1211.0	569.0	4604.5	40.3	824.3	7074.9	328.3	17228.2	68581.6	10376.2	4532.4	6121.2	2120.1	4673.2	1951.4	898.2	4695.8	35.4	765.9	2.2	273.0	0.0	0.0	3.8	0.0	0.0	183.7	1218.9	664.9	696.5	545.6	908.2	1321446.0	1300890.0	271772.423665	271804.029557	543576.453222	258026.0	256615.0	514641.0	72532.0	754682.453222	1148846.0	1128290.0	1904251.0	0.796869	1.148317	1658297.590527
sub-2_ses-20_T1w.long.sub-2_base	6061.1	536.5	17762.4	69560.3	10707.7	4542.1	6062.1	2102.1	941.8	2655.0	27220.9	4717.8	1659.5	1276.4	602.5	4682.9	38.7	824.4	6839.5	340.2	16999.3	69125.3	10329.5	4555.7	6061.3	2087.6	4693.4	1967.3	862.6	4828.6	29.1	753.6	2.8	284.0	0.0	0.0	4.4	0.0	0.0	186.9	1229.4	671.4	595.7	521.9	872.8	1337390.0	1317406.0	279456.03956	277331.605846	556787.645406	259424.0	258080.0	517504.0	72707.0	768715.645406	1164686.0	1144702.0	1903645.0	0.806484	1.147951	1658297.590527
sub-2_ses-21_T1w.long.sub-2_base	5938.5	537.4	18428.0	70956.1	10889.3	4531.1	5956.6	2174.7	912.6	2542.3	27220.5	4794.8	1613.4	1224.5	563.0	4600.0	39.2	840.9	6833.3	300.3	17531.0	70443.7	10518.3	4548.8	6177.3	2093.7	4777.0	1945.0	919.3	4768.6	33.4	731.4	0.0	304.9	0.0	0.0	7.6	0.0	0.0	182.6	1237.2	677.5	917.1	561.6	906.6	1333024.0	1313591.0	273511.712176	272481.078185	545992.790361	259462.5	259799.5	519262.0	73013.0	761114.790361	1156012.0	1136579.0	1901237.0	0.803851	1.146499	1658297.590527
sub-2_ses-22_T1w.long.sub-2_base	6082.8	584.1	17925.5	69010.5	10854.0	4512.8	6056.7	2113.7	950.8	2717.8	27146.4	4688.0	1661.3	1261.0	635.0	4668.5	44.5	810.3	6845.9	362.3	16828.7	68401.8	10515.8	4538.0	6190.7	2080.0	4647.7	1963.2	873.9	4788.9	37.2	761.9	2.2	310.8	0.0	0.0	7.2	0.0	0.0	186.6	1210.2	659.2	696.2	548.8	911.5	1325586.0	1305368.0	274653.095829	270979.430866	545632.526695	259695.5	257576.5	517272.0	72991.0	756548.526695	1154037.0	1133819.0	1891789.0	0.799366	1.140802	1658297.590527
sub-2_ses-23_T1w.long.sub-2_base	6017.3	557.5	18137.4	68598.2	10828.6	4494.0	6061.4	2113.2	958.4	2734.6	27077.8	4686.4	1636.8	1244.3	629.8	4648.3	46.3	817.6	6846.1	321.7	16886.4	68485.5	10555.0	4592.2	6182.8	2099.1	4682.8	1918.3	878.0	4763.5	37.3	716.9	2.5	251.0	0.0	0.0	3.7	0.0	0.0	214.2	1212.5	701.9	909.5	576.0	912.8	1330934.0	1310886.0	276851.261947	273047.326017	549898.587963	260259.0	258622.0	518881.0	72887.0	760439.587963	1159473.0	1139425.0	1887636.0	0.802591	1.138297	1658297.590527
sub-2_ses-24_T1w.long.sub-2_base	5999.6	547.8	18110.9	69880.3	10810.0	4453.0	6070.3	2118.7	937.3	2688.8	27091.9	4836.8	1581.7	1255.9	631.1	4603.2	59.0	813.2	6865.9	336.3	17058.6	69368.8	10539.1	4535.0	6069.8	2070.8	4701.7	1926.0	889.3	4756.6	47.5	702.1	4.6	304.0	0.0	0.0	11.5	0.0	0.0	198.7	1205.1	668.7	702.2	531.4	901.3	1323598.0	1303778.0	277137.617409	272517.006641	549654.62405	255961.0	253347.0	509308.0	72792.0	762322.62405	1149704.0	1129884.0	1904029.0	0.798167	1.148183	1658297.590527
sub-2_ses-25_T1w.long.sub-2_base	6163.2	500.3	18240.0	69909.5	10911.1	4507.9	5995.9	2114.2	928.1	2653.6	27161.3	4832.8	1598.7	1215.3	567.6	4520.1	35.6	859.1	6993.2	326.5	17532.2	69843.0	10487.8	4568.8	5996.3	2125.0	4781.7	1923.3	868.1	4724.0	29.7	730.9	2.5	283.8	0.0	0.0	6.5	0.0	0.0	212.0	1239.1	793.6	937.8	581.9	909.6	1322060.0	1302173.0	271939.520388	270355.919711	542295.440099	256519.0	256464.0	512983.0	72772.0	755832.440099	1146679.0	1126792.0	1900438.0	0.797239	1.146017	1658297.590527
sub-2_ses-26_T1w.long.sub-2_base	6124.2	532.1	18281.3	69782.7	10899.6	4489.5	5956.2	2144.8	930.4	2646.3	27163.0	4770.8	1699.1	1179.6	647.3	4639.5	45.0	821.0	6794.7	340.6	16863.3	69244.5	10431.5	4571.5	6125.2	2138.6	4681.2	1903.6	895.5	4697.8	28.1	750.8	2.4	240.0	0.0	0.0	1.7	0.0	0.0	196.4	1191.7	699.8	972.0	553.8	896.7	1333870.0	1314109.0	277992.460287	273406.26631	551398.726597	260344.5	257979.5	518324.0	72850.0	764019.726597	1160178.0	1140417.0	1903945.0	0.804361	1.148132	1658297.590527
sub-2_ses-27_T1w.long.sub-2_base	6015.2	565.3	18244.7	69262.1	10973.1	4626.4	6055.7	2091.5	950.3	2607.4	27144.0	4771.2	1636.3	1236.6	578.0	4562.2	53.2	828.9	6814.4	347.7	17532.0	69167.8	10434.3	4593.5	6141.5	2114.9	4786.4	1971.6	919.7	4738.9	41.3	707.3	2.4	263.7	0.0	0.0	7.3	0.0	0.0	205.4	1208.2	695.5	776.7	558.8	898.7	1323264.0	1303584.0	276781.315595	272087.2348	548868.550394	256070.0	253245.0	509315.0	73249.0	761370.550394	1149214.0	1129534.0	1904390.0	0.797965	1.148401	1658297.590527
sub-2_ses-28_T1w.long.sub-2_base	6293.0	542.7	17886.8	68793.2	10895.1	4494.8	6034.0	2128.7	953.4	2702.8	27014.9	4734.0	1614.5	1229.1	576.9	4590.4	44.7	796.1	6968.0	347.4	17253.5	68155.3	10495.8	4538.1	6171.7	2072.3	4696.8	1913.6	900.6	4795.2	40.8	789.9	2.6	243.5	0.0	0.0	5.7	0.0	0.0	188.7	1225.5	680.5	755.0	561.2	887.7	1322993.0	1302591.0	275155.293168	270785.305637	545940.598805	258184.0	255654.0	513838.0	72845.0	756458.598805	1151298.0	1130896.0	1894237.0	0.797802	1.142278	1658297.590527
sub-2_ses-29_T1w.long.sub-2_base	5794.6	525.6	18387.7	69773.6	10990.5	4518.8	6072.6	2085.8	943.4	2619.7	27213.5	4820.2	1657.8	1186.2	599.9	4724.5	30.6	825.4	6691.2	320.0	17109.0	69281.7	10500.5	4554.6	6148.9	2105.2	4746.2	1980.9	920.0	4747.8	25.4	707.2	0.0	286.6	0.0	0.0	7.0	0.0	0.0	216.5	1214.3	667.0	740.2	559.1	895.0	1334095.0	1314804.0	276893.369754	273633.690532	550527.060285	261014.5	258133.5	519148.0	73311.0	763443.060285	1160073.0	1140782.0	1893157.0	0.804497	1.141627	1658297.590527
sub-2_ses-30_T1w.long.sub-2_base	5987.2	509.7	18470.8	69930.5	10817.9	4525.6	5937.2	2127.8	934.8	2644.1	27143.3	4802.1	1620.2	1282.0	565.6	4605.7	33.9	854.1	6858.6	318.3	17250.1	69750.9	10598.7	4558.8	6069.1	2108.4	4764.5	1918.4	848.3	4781.1	19.0	677.7	2.5	296.0	0.0	0.0	7.4	0.0	0.0	210.4	1234.8	702.5	807.4	548.5	896.2	1320412.0	1300797.0	272406.096574	271171.789358	543577.885932	256218.5	254741.5	510960.0	72892.0	757027.885932	1145191.0	1125576.0	1903580.0	0.796246	1.147912	1658297.590527
sub-2_ses-31_T1w.long.sub-2_base	5871.3	552.1	18009.8	69569.0	10848.8	4583.9	5979.2	2168.4	954.7	2616.4	27229.3	4735.7	1629.5	1217.2	637.8	4596.8	49.8	813.3	6711.9	350.2	16978.9	68987.1	10442.7	4584.5	6200.4	2085.4	4710.1	1969.5	903.6	4654.0	46.8	698.9	5.2	297.9	0.0	0.0	7.6	0.0	0.0	187.3	1214.3	657.9	705.3	555.7	898.7	1333088.0	1313545.0	279321.066041	275083.913694	554404.979735	258565.5	256319.5	514885.0	72992.0	766587.979735	1160023.0	1140480.0	1904065.0	0.803889	1.148205	1658297.590527
sub-2_ses-32_T1w.long.sub-2_base	6118.7	550.9	17897.7	68923.8	10733.4	4457.0	5973.8	2129.1	950.1	2682.2	27155.4	4724.7	1631.0	1236.9	631.3	4587.6	55.7	836.5	7002.7	350.4	17113.3	68653.3	10394.6	4511.5	6155.6	2105.7	4620.9	1952.7	879.6	4772.2	28.3	710.8	5.1	281.3	0.0	0.0	9.2	0.0	0.0	196.5	1217.0	669.5	828.0	551.6	902.5	1321058.0	1300784.0	274234.802897	270862.31537	545097.118266	257855.5	255473.5	513329.0	72478.0	755913.118266	1148885.0	1128611.0	1891487.0	0.796635	1.14062	1658297.590527
sub-2_ses-33_T1w.long.sub-2_base	5817.3	537.3	18171.3	69604.8	10957.6	4556.8	6143.7	2097.1	952.1	2655.1	27314.4	4786.7	1669.5	1238.5	637.1	4664.8	54.7	758.4	6710.3	335.5	16936.7	69263.8	10391.7	4574.2	6204.9	2089.5	4698.5	1965.2	916.2	4700.7	42.5	694.8	0.0	267.0	0.0	0.0	9.2	0.0	0.0	180.3	1207.0	680.9	730.2	566.7	892.1	1336641.0	1317159.0	277433.771447	275279.203668	552712.975115	260955.0	259059.0	520014.0	73312.0	765457.975115	1163246.0	1143764.0	1903991.0	0.806032	1.14816	1658297.590527
sub-2_ses-34_T1w.long.sub-2_base	6285.1	540.4	18213.2	69084.4	10787.2	4528.1	5934.3	2142.6	944.3	2701.6	26900.5	4767.5	1686.6	1303.8	561.8	4575.9	35.8	908.9	7067.1	342.8	17090.8	68745.2	10454.9	4546.1	6173.7	2110.6	4668.0	1973.9	839.1	4703.0	36.9	731.6	2.4	257.4	0.0	0.0	6.4	0.0	0.0	213.3	1235.4	688.9	685.6	550.3	889.8	1319527.0	1299097.0	273523.004829	270166.037682	543689.042511	257431.5	254653.5	512085.0	72833.0	755335.042511	1146637.0	1126207.0	1903643.0	0.795712	1.14795	1658297.590527
sub-2_ses-35_T1w.long.sub-2_base	6318.7	602.3	17801.5	68837.9	10858.3	4474.1	6049.5	2120.7	999.0	2822.1	26993.4	4731.6	1613.5	1273.6	639.2	4590.9	51.0	788.9	7044.3	344.2	17010.8	68087.7	10498.3	4523.8	6217.9	2035.3	4621.8	1941.0	908.7	4806.7	37.6	764.2	0.0	298.5	0.0	0.0	6.6	0.0	0.0	185.4	1229.4	678.0	723.8	547.5	891.2	1324852.0	1303836.0	277805.4479	271627.759336	549433.207236	257221.0	254763.0	511984.0	72682.0	759857.207236	1153576.0	1132560.0	1893837.0	0.798923	1.142037	1658297.590527
sub-2_ses-36_T1w.long.sub-2_base	5757.5	528.0	17488.4	71611.4	10871.4	4687.7	6021.5	2127.0	894.6	2654.8	26722.0	4681.0	1727.6	1199.1	634.0	4634.8	62.6	913.7	6651.7	334.5	16877.8	71282.5	10245.0	4624.8	6144.1	2107.8	4667.8	1974.2	889.4	4662.6	41.6	743.4	0.0	278.0	0.0	0.0	3.9	0.0	0.0	198.2	1203.2	689.5	637.9	572.0	897.6	1342932.0	1323633.0	278052.516516	276589.036387	554641.552902	260658.0	260445.0	521103.0	73113.0	771586.552902	1165934.0	1146635.0	1907524.0	0.809826	1.150291	1658297.590527
sub-2_ses-37_T1w.long.sub-2_base	5453.2	458.9	17857.1	73125.0	10967.0	4633.1	6018.0	2115.9	895.5	2532.0	27025.5	4778.1	1699.3	1196.6	633.0	4745.9	40.1	938.7	6430.2	263.1	17548.7	72843.8	10387.2	4666.0	6014.7	2130.1	4778.8	1923.5	893.6	4696.3	25.5	738.6	2.4	295.8	0.0	0.0	3.8	0.0	0.0	188.1	1238.6	813.3	992.1	575.7	896.3	1339207.0	1321000.0	276688.750559	273536.684057	550225.434616	259015.0	258586.0	517601.0	73469.0	770612.434616	1157822.0	1139615.0	1907350.0	0.807579	1.150186	1658297.590527
sub-2_ses-38_T1w.long.sub-2_base	5885.3	477.1	17840.0	71867.0	10828.7	4479.1	5940.2	2150.3	907.8	2628.5	26705.2	4687.4	1607.7	1177.9	663.1	4655.2	33.8	934.7	6777.8	306.9	17341.2	71655.4	10220.8	4540.8	5957.5	2122.6	4699.6	1897.8	883.6	4668.1	24.4	722.7	0.0	365.8	0.0	0.0	3.9	0.0	0.0	186.8	1244.2	673.9	824.1	566.4	903.9	1346125.0	1326947.0	277729.243176	276295.234423	554024.477599	262423.5	261740.5	524164.0	72483.0	771023.477599	1167599.0	1148421.0	1907560.0	0.811751	1.150312	1658297.590527
sub-2_ses-39_T1w.long.sub-2_base	5346.8	484.5	17678.6	73390.2	10792.4	4691.6	5898.6	2179.6	873.3	2537.8	27053.9	4756.4	1637.6	1151.4	618.8	4665.2	40.9	949.7	6395.0	294.9	17201.2	72738.6	10362.8	4670.6	6103.0	2078.8	4751.6	2002.3	866.4	4776.9	27.5	726.1	0.0	302.4	0.0	0.0	5.1	0.0	0.0	185.1	1241.7	677.5	752.6	573.0	892.9	1338408.0	1320308.0	275631.962612	275274.725937	550906.68855	257703.5	258878.5	516582.0	73243.0	771287.68855	1157539.0	1139439.0	1907581.0	0.807098	1.150325	1658297.590527
