Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	CrCH2	PCh_GPC	Cr_PCr	NAA_NAAG	Glu_Gln	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
0	6.2638752713009	6.25456812783145	2.24719071997336	1.36237792369045	1.88426354024468	4.76739585914694	20.742828110707	10.2641114746104	0.532900209141915	15.0667036420532	2.00412843284819	1.51545373563181	6.50232007908337	4.46860182004309	0.203625286728579	3.56769369183941	0	3.20144200801043	12.3487423884954	17.8545438913175	24.7404723375223	10.0941579637728	0	1.925390211178	12.3306423630084	1.40048947205545	20.965485771893	4.28291853085777	8.23777409976394	4.61437524758818
0	6.98503364650913	3.63978624549195	1.89506107209107	3.0817321375987	3.47029668878469	2.89016854502622	20.692868272237	9.37583605768634	0	15.9298166483051	0.871461728153234	0	10.7636021178625	3.59707265012823	0.295878465573249	0.763648450828893	3.73759119155173	3.43151002026906	13.9414305349418	17.6359436357204	22.8597289589447	8.7947323215221	0	1.71292092521525	12.7069031441017	2.02920480220734	17.7186989153635	5.63189355160116	10.2355810944861	5.37909317680102
1.92704260297813	6.69011409072504	7.97770882365443	1.36063300322347	2.01704188546313	3.02236620717223	4.46344562645359	20.7130831925338	10.6031390318762	0.926646126088409	15.6389423176366	1.47027215942965	1.29072341214703	6.70518362985622	3.15454512473609	0.336155864668886	0	0	3.68062184027289	14.2131257627628	17.9256539223941	24.4140318662064	2.65392206377571	0	0.332737330451914	14.5401655361864	0.590266908130451	19.8981481655867	5.8388564425877	10.5416200137351	4.64122995524194
1.23002310488588	6.38458445327597	7.67054992781687	0.680854060513266	2.23790969110597	3.58635163369241	3.7245574485257	22.0473867809169	10.8066644730314	0.516861209090659	15.289908438877	1.12999681229415	1.31824575569158	5.71196334924664	0	0.0242894083409041	1.02672732735723	0	3.95714944220562	12.9543511151488	17.2196162001974	24.9854798114142	14.6962165558924	0	4.0842190321372	7.59493814511417	2.40869966047299	14.867142021995	2.12532322982911	7.32730484950606	4.43281702221499
0	5.63704863752466	7.12921324517655	2.0298947906494	1.53458718877686	2.48443457344319	4.62486670634674	20.0697432096346	10.5466609735151	1.17840999127589	15.2126493102229	2.02879038883895	1.84158763848125	6.42242283582999	0	0.275462526051356	1.37335024804751	0	3.75569639177337	13.1180629784213	18.0327175590693	23.9484432709771	3.17565741415303	0	0	13.0172840054757	0.942843280224561	20.1669922527843	6.77682604740979	11.6254144124601	6.49912398862631
0.476731266245931	6.87281105830789	7.28113817636254	1.36711409725264	1.97405608163699	2.05418243491017	4.15829858646749	20.8129749994738	9.95755873803605	1.39002978526232	16.3265790305519	1.12994496389593	1.30621199832905	7.60070118458348	2.344619260227	0.488845717996043	2.57762288245112	0	3.64997276277415	14.4057075326317	18.3108284068772	24.2131041890557	10.2476964948039	0	1.20348622490481	10.8291180762541	1.78942370213332	15.814667015447	4.93474511168754	8.85905854299064	5.59406589531268
0.17559575033241	5.01663479968511	7.13106493663248	2.0406068445619	0.850883010470291	1.98552671206409	4.83085408820274	20.5898583601171	11.3653315624242	0.864444116785772	16.0724927203699	1.55053323992961	2.45474056586019	7.12290848980954	0	0.455682463256408	3.73764648748189	0	3.67591373206097	13.7979296361773	18.46190732322	24.6530980183052	3.99511704171831	0	0.401541972572478	12.1770986963272	0.70833808644808	20.5982008514567	4.20491144311854	12.0597942998453	5.66219298402764
0.439727374853038	6.07720449641968	7.34630125674797	0.969761257688985	1.04176095002772	2.09127831274703	4.56769663457033	20.3879120422602	11.6262242739172	0.87987242407194	16.2400021316841	1.07537997023266	2.11591200107344	6.60967389580426	3.65008461086253	0.406000438291088	3.69554134368569	0	3.51070967228176	13.5094655643133	18.1642549030399	24.1996731831822	0.153529577505033	0	0	15.9943702076355	0.0514039770609444	22.7257892391339	6.6131443940131	12.236875955216	6.22875182218568
0.59798409448888	5.67852264297408	6.36642573671786	1.38316170463362	0.826590462116499	3.1383894605073	4.41524744573693	20.4832603739002	10.7668815219059	0.372149736504219	16.4858168369301	1.56026618651507	2.37004258341023	8.2172957050735	5.01735181388324	0.0802642229343399	0.912050411460053	0	3.55586514709113	14.1171276434515	18.9066836245334	24.1444386852487	16.5422048064677	0	4.55973961626991	7.61481089377071	2.7703733927337	14.4544203181756	2.12322880326309	6.40741745475842	4.19157608657108
0.409447421188719	5.67837412901375	4.04746745774021	1.12328769364642	2.03110838192135	2.75610888839192	3.51740879016667	18.7410598358455	9.60648927092514	0	15.3264421318318	1.62317631989712	0.806107833886198	10.8788200100681	5.38876028772139	0.0801377490547498	0	3.00146078607619	3.15649256234143	14.4487335600136	17.7488585033066	21.5813352077457	30.7920466211508	0	8.47887023427069	4.91541925923302	6.00520145121511	9.14345498105474	1.3474085260699	5.83763034010489	4.62245479967298
2.50897341380565	5.76598611294824	8.46606005334141	1.81399043879665	2.66638838522492	2.7444513007487	4.46199583262277	20.4170345679522	10.7128517089949	0	15.5802217452488	1.59773416981003	0.907581180942778	6.12010048337788	0	0.0218951233417775	3.28968363365218	0	3.97665878914273	14.1194887016059	17.9918304109527	24.1259039712591	5.76151256103527	0	0.738243949324853	13.8512447821307	1.08100006865425	20.5493183782567	6.08019550810407	9.60061036583174	6.61324432244577
0.510912677078691	4.98873590313314	7.3020634452601	0.896025770441757	1.41737307424359	2.42019573403256	5.05722355473976	21.1003631019103	10.9566125787928	0.760674568090349	15.9468931159842	1.23274962703945	1.59548298742331	6.84701073459327	4.04952272628005	0	0	0	3.35163200327129	13.6963865520129	18.0134529014768	25.3694692082819	13.8835393094309	0	4.12078418924502	6.33466436845724	2.211597828512	11.8431177834353	1.95711572543761	6.04937053092989	3.00813822288836
0.735740667964551	5.97247639762776	7.53998270424436	1.67860286487462	1.20001281648595	2.53407515695826	4.54850591862472	17.9796600046385	10.6076296669546	0.58574330996764	16.3122846048167	1.66731467829385	2.16063895144917	6.48157519420758	0	0.0835275900452154	3.08465168185369	0	3.73777465358372	13.5729500458819	18.8305415006954	21.8497748776351	16.0549774841319	0	4.39284856194376	6.98934393227738	2.60102875378249	13.2408797082531	2.18735751407416	5.47746055208312	4.07437837466146
