Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	CrCH2	PCh_GPC	Cr_PCr	NAA_NAAG	Glu_Gln	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
0	0.480029314767314	0.490289483327226	0.150879443019421	0.122847196775376	0.141810186881642	0.376603151337486	1.6267863686332	0.928911689263466	0.04149871747893	1.28435324294613	0.161506046170759	0.136405276658117	0.509710516672774	0.346921949432026	0.0164895566141444	0.265481861487724	0	0.259252473433492	1	1.44585928911689	2.00348112861854	0.817423964822279	0	0.155917918651521	0.998534261634298	0.113411506046171	1.69778307072188	0.34683034078417	0.667094173689996	0.373671674606083
0	0.47410358565737	0.252703471826978	0.112692088787706	0.24611757053419	0.231319619481259	0.202211561915603	1.43735263029515	0.751524514188145	0	1.20269940645581	0.0622001788763314	0	0.747296528173022	0.247337181884706	0.0212212374989837	0.0503292950646394	0.268070574843483	0.24611757053419	0.999918692576632	1.26489958533214	1.63956419221075	0.630782990487031	0	0.122855516708675	0.911374908529149	0.145540287828279	1.27083502723799	0.403935279290999	0.734124725587446	0.38580372387999
0.133247815281007	0.445442155054919	0.543333600577247	0.0793714423154013	0.158021326064299	0.197626874047944	0.306341698067827	1.41136855608114	0.833720837007937	0.0626954221117614	1.15826184558647	0.102942355487854	0.100938026136455	0.456666399422753	0.21277960394452	0.0236510863465085	0	0	0.258959352200754	1	1.26120420107432	1.71771025414896	0.186723322376333	0	0.0234105668243406	1.02300970095406	0.0415297041609877	1.39998396536519	0.410807343862744	0.741682033191694	0.326545337929929
0.0933159722222222	0.46640625	0.573177083333333	0.0435763888888889	0.192361111111111	0.257291666666667	0.28046875	1.64826388888889	0.932291666666667	0.0383680555555556	1.24244791666667	0.0868055555555556	0.113107638888889	0.426822916666667	0	0.001875	0.0728298611111111	0	0.30546875	1	1.32925347222222	1.92873263888889	1.13446180555556	0	0.315277777777778	0.586284722222222	0.1859375	1.14765625	0.1640625	0.565625	0.3421875
0	0.406658130601793	0.526077678190354	0.128297055057618	0.13026034997866	0.176013657703799	0.343918053777209	1.48169014084507	0.898506188647034	0.0863849765258216	1.22074263764405	0.153905249679898	0.156039265898421	0.473922321809646	0	0.0209987195902689	0.0962014511310286	0	0.286299615877081	1	1.37464788732394	1.82560819462228	0.242082799829279	0	0	0.992317541613316	0.0718736662398634	1.53734528382416	0.516602646180111	0.88621425522834	0.49543320529236
0.0325235109717868	0.451489028213166	0.489263322884013	0.0786833855799373	0.152586206896552	0.132523510971787	0.281583072100313	1.39921630094044	0.772492163009404	0.0927899686520376	1.19302507836991	0.0780564263322884	0.100783699059561	0.510736677115987	0.156034482758621	0.0339341692789969	0.164420062695925	0	0.253369905956113	1	1.27108150470219	1.68079937304075	0.711363636363636	0	0.0835423197492163	0.751724137931034	0.124216300940439	1.09780564263323	0.342554858934169	0.614968652037618	0.388322884012539
0.0125071527834546	0.344069320689937	0.500286111338184	0.122619144935829	0.0686667211640644	0.133736614076678	0.341535191694597	1.44518924221368	0.920542794081582	0.0602468732118041	1.22619144935829	0.111828660181476	0.197743807733181	0.499713888661816	0	0.03302542303605	0.248916864219733	0	0.266410528897245	1	1.33802010953977	1.78672443390828	0.289544674241805	0	0.0291016103981035	0.882530859151475	0.0513365486798005	1.49284721654541	0.304749448213848	0.874029265102591	0.410365405051909
0.0319892246822123	0.425709234784073	0.526391110362825	0.0595167943429582	0.0858658136206751	0.143867328899739	0.329825742907652	1.46157083929624	0.961781294721778	0.062631534640963	1.26542638269215	0.0792154221735836	0.174088728007408	0.473608889637175	0.259028537755703	0.0300530347672363	0.251367960266016	0	0.259870359457867	1	1.34455762269551	1.79131240003367	0.011364592979207	0	0	1.18393804192272	0.00380503409377894	1.68221230743329	0.489519319808065	0.905800151527906	0.461065746274939
0.0416295456386167	0.380659269458168	0.436543289867984	0.0812343079290516	0.0651980238114522	0.206608892848465	0.305094354904025	1.40519964363813	0.852352798250587	0.0253502875192354	1.2292864663481	0.109986231473232	0.18660403336843	0.563456710132016	0.340730541832024	0.00568559164169434	0.0593666477686888	0	0.251883048513809	1	1.33927269782133	1.71029399854216	1.17178261925974	0	0.322993439701952	0.539402283955617	0.196242002105775	1.02389244350854	0.15040090710294	0.45387543532842	0.296914230177371
0.0278500986193294	0.371913214990138	0.271163708086785	0.0644575936883629	0.156528599605523	0.177278106508876	0.237475345167653	1.25617357001972	0.743037475345168	0	1.11660749506903	0.111794871794872	0.0620118343195266	0.728836291913215	0.357554240631164	0.00554635108481262	0	0.207731755424063	0.218461538461538	1	1.22840236686391	1.49364891518738	2.13112426035503	0	0.586824457593688	0.340197238658777	0.415621301775148	0.632820512820513	0.0932544378698225	0.404023668639053	0.319921104536489
0.174636681009986	0.386457741333117	0.580417309409759	0.106519444669968	0.210278476901843	0.180644637492896	0.308273118454169	1.40042218072583	0.847933750101486	0	1.1615653162296	0.112608589753999	0.0714459689859544	0.419582690590241	0	0.00155070228139969	0.214094341154502	0	0.281643257286677	1	1.27425509458472	1.70869529918	0.408053909231144	0	0.0522854591215393	0.981001867337826	0.0765608508565397	1.45538686368434	0.430624340342616	0.679954534383373	0.468377039863603
0.0366605565739044	0.34469255124146	0.516080653224463	0.0542409598400267	0.115230794867522	0.16422262956174	0.36018996833861	1.49200133311115	0.894017663722713	0.0534077653724379	1.22562906182303	0.089568405265789	0.129478420263289	0.483919346775537	0.283452757873688	0	0	0	0.244709215130812	1	1.31519746708882	1.85227462089652	1.01366438926846	0	0.300866522246292	0.462506248958507	0.161473087818697	0.864689218463589	0.142892851191468	0.441676387268789	0.219630061656391
0.0532732130928524	0.416416165664663	0.537742150968604	0.102538410153641	0.0984468937875752	0.173513694054776	0.32690380761523	1.28289913159653	0.873413493653975	0.041499665998664	1.26511356045424	0.122244488977956	0.176937207748831	0.462257849031396	0	0.00615397461589846	0.208834335337341	0	0.275384101536406	1	1.3873580494322	1.60980293921176	1.18286573146293	0	0.323647294589178	0.514946559786239	0.191633266533066	0.975534402137609	0.161155644622579	0.403557114228457	0.300183700734803
0.127150142622526	0.514564785201833	0.587259054369436	0.278848647246953	0.20943901806552	0.215143919094131	0.446105972858501	1.63229319733771	0.795747255596854	0	1.18610078658484	0.135534618376696	0.0516898608349901	0.412740945630565	0.350246347998963	0	0.0554931281873974	0.0391563661509206	0.26112887890051	1	1.32163540496154	2.07839917019621	0.828161465986689	0	0.190336243409111	1.09050047540842	0.132249978390526	1.72262079695739	0.38153686576195	0.902930244619241	0.408851240383784
